NAME,T,GENE,t0,t1
YJL099W,4,CHS6,0.33,-0.33
YBL008W,4,HIR1,-0.06,0.12
YNL097C,4,PHO23,0.23,-0.77
YDR146C,4,SWI5,0.77,0.3
YOL004W,4,SIN3,0.26,-0.18
YLR229C,4,CDC42,-0.02,0.28
YDR207C,4,UME6,0.25,-0.27
YMR039C,4,SUB1,0.07,-0.3
YLR295C,4,ATP14,0.15,0.16
YNL068C,4,FKH2,,
YLR182W,4,SWI6,-0.16,-1.02
YLR103C,4,CDC45,-0.31,-0.33
YDR310C,4,SUM1,0.19,-0.29
YOL001W,4,PHO80,-0.16,0.17
YLR131C,4,ACE2,1.17,-0.27
YOR377W,4,ATF1,0.03,-0.11
YFR034C,5,PHO4,-0.29,0.36
YNL097C,5,PHO23,-0.77,0.46
YMR039C,5,SUB1,-0.3,0.16
YGL167C,5,PMR1,0.21,0.12
YGR044C,5,RME1,-0.24,1.64
YPL031C,5,PHO85,-0.09,-0.19
YOL001W,5,PHO80,0.17,-0.19
YBL008W,5,HIR1,0.12,0.09
YDR146C,5,SWI5,0.3,-0.56
YLR295C,5,ATP14,0.16,0.24
YNL068C,5,FKH2,,
YLR103C,5,CDC45,-0.33,-0.04
YER111C,5,SWI4,-0.04,0.59
YLR229C,5,CDC42,0.28,0.09
YHR178W,5,STB5,,
YAL013W,5,DEP1,-0.07,0.16
YOR377W,5,ATF1,-0.11,0.06
YDR207C,5,UME6,-0.27,-0.02
YLR131C,5,ACE2,-0.27,0.05
YLR182W,5,SWI6,-1.02,-0.03
YJL099W,5,CHS6,-0.33,-0.37
YOL004W,5,SIN3,-0.18,0.14
YDR310C,5,SUM1,-0.29,0.22
YDR335W,5,MSN5,-0.17,0.22
YOL004W,6,SIN3,0.14,-0.16
YLR103C,6,CDC45,-0.04,0.42
YOL001W,6,PHO80,-0.19,0.16
YGL167C,6,PMR1,0.12,0.19
YPL031C,6,PHO85,-0.19,-0.67
YJL099W,6,CHS6,-0.37,0.07
YOR377W,6,ATF1,0.06,-0.23
YMR039C,6,SUB1,0.16,-0.38
YLR182W,6,SWI6,-0.03,0.15
YLR295C,6,ATP14,0.24,-0.12
YGR044C,6,RME1,1.64,1.35
YLR229C,6,CDC42,0.09,-0.06
YNL068C,6,FKH2,,
YLR131C,6,ACE2,0.05,-0.77
YHR178W,6,STB5,,
YAL013W,6,DEP1,0.16,-0.26
YDR335W,6,MSN5,0.22,0.03
YDR207C,6,UME6,-0.02,-0.74
YFR034C,6,PHO4,0.36,-0.2
YBL008W,6,HIR1,0.09,0.0
YDR310C,6,SUM1,0.22,0.08
YER111C,6,SWI4,0.59,0.13
YDR146C,6,SWI5,-0.56,-0.78
YNL097C,6,PHO23,0.46,-0.43
YDR310C,7,SUM1,0.08,
YHR178W,7,STB5,,
YDR146C,7,SWI5,-0.78,-1.28
YAL013W,7,DEP1,-0.26,-0.31
YLR103C,7,CDC45,0.42,0.25
YGR044C,7,RME1,1.35,1.63
YOL001W,7,PHO80,0.16,-0.07
YJL099W,7,CHS6,0.07,0.28
YMR039C,7,SUB1,-0.38,-0.2
YLR131C,7,ACE2,-0.77,-0.81
YDR335W,7,MSN5,0.03,0.56
YBL008W,7,HIR1,0.0,0.16
YER111C,7,SWI4,0.13,0.22
YNL068C,7,FKH2,,
YGL167C,7,PMR1,0.19,-0.07
YFR034C,7,PHO4,-0.2,0.39
YLR229C,7,CDC42,-0.06,0.12
YLR182W,7,SWI6,0.15,0.17
YNL097C,7,PHO23,-0.43,0.37
YOL004W,7,SIN3,-0.16,-0.3
YPL031C,7,PHO85,-0.67,-0.17
YDR207C,7,UME6,-0.74,0.19
YOR377W,7,ATF1,-0.23,0.12
YLR295C,7,ATP14,-0.12,0.12
YOL004W,8,SIN3,-0.3,-0.26
YBL008W,8,HIR1,0.16,0.41
YOL001W,8,PHO80,-0.07,0.3
YLR103C,8,CDC45,0.25,0.45
YMR039C,8,SUB1,-0.2,-0.37
YDR146C,8,SWI5,-1.28,-0.34
YLR131C,8,ACE2,-0.81,-1.24
YLR229C,8,CDC42,0.12,0.1
YNL068C,8,FKH2,,
YLR182W,8,SWI6,0.17,-0.33
YNL097C,8,PHO23,0.37,-0.69
YDR207C,8,UME6,0.19,-0.08
YDR335W,8,MSN5,0.56,0.0
YDR310C,8,SUM1,,0.28
YJL099W,8,CHS6,0.28,0.3
YFR034C,8,PHO4,0.39,-0.44
YLR295C,8,ATP14,0.12,-0.25
YOR377W,8,ATF1,0.12,-0.08
YGR044C,8,RME1,1.63,0.89
YPL031C,8,PHO85,-0.17,-0.6
YAL013W,8,DEP1,-0.31,-0.32
YER111C,8,SWI4,0.22,-0.24
YGL167C,8,PMR1,-0.07,0.18
YHR178W,8,STB5,,
YNL068C,9,FKH2,,
YBL008W,9,HIR1,0.41,0.19
YFR034C,9,PHO4,-0.44,0.15
YLR295C,9,ATP14,-0.25,0.12
YLR103C,9,CDC45,0.45,0.5
YHR178W,9,STB5,,
YOL001W,9,PHO80,0.3,0.43
YDR310C,9,SUM1,0.28,-0.03
YAL013W,9,DEP1,-0.32,-0.14
YGL167C,9,PMR1,0.18,-0.12
YLR131C,9,ACE2,-1.24,-0.39
YLR229C,9,CDC42,0.1,0.01
YDR207C,9,UME6,-0.08,0.25
YLR182W,9,SWI6,-0.33,0.66
YGR044C,9,RME1,0.89,0.68
YOR377W,9,ATF1,-0.08,-0.14
YNL097C,9,PHO23,-0.69,0.02
YMR039C,9,SUB1,-0.37,-0.01
YDR146C,9,SWI5,-0.34,-0.69
YPL031C,9,PHO85,-0.6,-0.1
YJL099W,9,CHS6,0.3,-0.11
YOL004W,9,SIN3,-0.26,0.12
YER111C,9,SWI4,-0.24,0.17
YDR335W,9,MSN5,0.0,0.76
YDR310C,10,SUM1,-0.03,-0.13
YMR039C,10,SUB1,-0.01,-0.02
YOL001W,10,PHO80,0.43,0.08
YLR295C,10,ATP14,0.12,-0.33
YOR377W,10,ATF1,-0.14,-0.01
YLR131C,10,ACE2,-0.39,-0.01
YGL167C,10,PMR1,-0.12,-0.18
YLR229C,10,CDC42,0.01,-0.14
YHR178W,10,STB5,,
YOL004W,10,SIN3,0.12,-0.04
YDR146C,10,SWI5,-0.69,0.19
YAL013W,10,DEP1,-0.14,-0.06
YLR182W,10,SWI6,0.66,-0.14
YBL008W,10,HIR1,0.19,0.17
YDR207C,10,UME6,0.25,-0.08
YLR103C,10,CDC45,0.5,0.28
YDR335W,10,MSN5,0.76,-0.68
YER111C,10,SWI4,0.17,-0.49
YNL097C,10,PHO23,0.02,-0.74
YJL099W,10,CHS6,-0.11,0.03
YPL031C,10,PHO85,-0.1,-0.97
YGR044C,10,RME1,0.68,-0.6
YFR034C,10,PHO4,0.15,0.01
YNL068C,10,FKH2,,
YLR295C,11,ATP14,-0.33,-0.37
YFR034C,11,PHO4,0.01,-0.03
YLR182W,11,SWI6,-0.14,0.3
YDR207C,11,UME6,-0.08,0.25
YBL008W,11,HIR1,0.17,-0.45
YGL167C,11,PMR1,-0.18,-0.17
YHR178W,11,STB5,,
YOR377W,11,ATF1,-0.01,-0.38
YOL004W,11,SIN3,-0.04,0.07
YDR146C,11,SWI5,0.19,0.51
YDR335W,11,MSN5,-0.68,-0.36
YJL099W,11,CHS6,0.03,-0.19
YNL097C,11,PHO23,-0.74,0.21
YNL068C,11,FKH2,,
YOL001W,11,PHO80,0.08,-0.27
YER111C,11,SWI4,-0.49,-0.14
YLR103C,11,CDC45,0.28,-0.53
YAL013W,11,DEP1,-0.06,
YLR229C,11,CDC42,-0.14,-0.04
YDR310C,11,SUM1,-0.13,-0.54
YPL031C,11,PHO85,-0.97,0.16
YLR131C,11,ACE2,-0.01,0.82
YGR044C,11,RME1,-0.6,-0.74
YMR039C,11,SUB1,-0.02,0.28
YDR146C,12,SWI5,0.51,0.66
YNL097C,12,PHO23,0.21,-0.97
YLR229C,12,CDC42,-0.04,0.48
YOR377W,12,ATF1,-0.38,0.09
YPL031C,12,PHO85,0.16,-0.22
YFR034C,12,PHO4,-0.03,0.03
YGL167C,12,PMR1,-0.17,0.24
YER111C,12,SWI4,-0.14,-0.59
YGR044C,12,RME1,-0.74,-1.36
YAL013W,12,DEP1,,-0.02
YOL004W,12,SIN3,0.07,0.17
YHR178W,12,STB5,,
YDR335W,12,MSN5,-0.36,-0.04
YMR039C,12,SUB1,0.28,-0.24
YOL001W,12,PHO80,-0.27,0.11
YJL099W,12,CHS6,-0.19,-0.09
YLR103C,12,CDC45,-0.53,-0.18
YBL008W,12,HIR1,-0.45,0.2
YDR310C,12,SUM1,-0.54,0.02
YLR131C,12,ACE2,0.82,0.33
YNL068C,12,FKH2,,
YDR207C,12,UME6,0.25,0.25
YLR182W,12,SWI6,0.3,
YLR295C,12,ATP14,-0.37,-0.35
YBL008W,13,HIR1,0.2,-0.6
YOL001W,13,PHO80,0.11,-0.35
YAL013W,13,DEP1,-0.02,0.03
YOL004W,13,SIN3,0.17,0.11
YOR377W,13,ATF1,0.09,-0.09
YNL068C,13,FKH2,,
YMR039C,13,SUB1,-0.24,-0.04
YNL097C,13,PHO23,-0.97,0.1
YLR182W,13,SWI6,,0.0
YLR103C,13,CDC45,-0.18,-0.72
YJL099W,13,CHS6,-0.09,-0.26
YDR310C,13,SUM1,0.02,-0.58
YDR335W,13,MSN5,-0.04,-0.06
YLR131C,13,ACE2,0.33,0.86
YHR178W,13,STB5,,
YGR044C,13,RME1,-1.36,-0.97
YER111C,13,SWI4,-0.59,-0.04
YDR146C,13,SWI5,0.66,0.34
YLR229C,13,CDC42,0.48,0.13
YDR207C,13,UME6,0.25,-0.21
YFR034C,13,PHO4,0.03,0.15
YPL031C,13,PHO85,-0.22,0.05
YLR295C,13,ATP14,-0.35,0.1
YGL167C,13,PMR1,0.24,-0.2
YER111C,14,SWI4,-0.04,-0.47
YLR131C,14,ACE2,0.86,-0.42
YNL068C,14,FKH2,,
YDR335W,14,MSN5,-0.06,0.22
YOR377W,14,ATF1,-0.09,-0.3
YBL008W,14,HIR1,-0.6,0.05
YGL167C,14,PMR1,-0.2,0.47
YLR229C,14,CDC42,0.13,-0.08
YLR103C,14,CDC45,-0.72,0.15
YLR295C,14,ATP14,0.1,-0.09
YDR310C,14,SUM1,-0.58,0.19
YOL001W,14,PHO80,-0.35,0.62
YDR207C,14,UME6,-0.21,0.41
YAL013W,14,DEP1,0.03,0.34
YHR178W,14,STB5,,
YDR146C,14,SWI5,0.34,0.34
YGR044C,14,RME1,-0.97,-0.81
YPL031C,14,PHO85,0.05,-0.31
YMR039C,14,SUB1,-0.04,-0.49
YJL099W,14,CHS6,-0.26,-0.33
YFR034C,14,PHO4,0.15,-0.61
YLR182W,14,SWI6,0.0,-0.49
YNL097C,14,PHO23,0.1,-0.45
YOL004W,14,SIN3,0.11,0.2
YER111C,15,SWI4,-0.47,-0.49
YOL004W,15,SIN3,0.2,-0.55
YOL001W,15,PHO80,0.62,-0.19
YHR178W,15,STB5,,
YGL167C,15,PMR1,0.47,0.14
YDR335W,15,MSN5,0.22,-0.02
YPL031C,15,PHO85,-0.31,-0.41
YAL013W,15,DEP1,0.34,0.41
YGR044C,15,RME1,-0.81,0.21
YJL099W,15,CHS6,-0.33,0.13
YLR295C,15,ATP14,-0.09,0.16
YFR034C,15,PHO4,-0.61,-0.58
YLR182W,15,SWI6,-0.49,0.47
YDR146C,15,SWI5,0.34,1.49
YBL008W,15,HIR1,0.05,-0.16
YLR229C,15,CDC42,-0.08,-0.59
YDR207C,15,UME6,0.41,0.23
YNL097C,15,PHO23,-0.45,0.44
YLR131C,15,ACE2,-0.42,0.29
YMR039C,15,SUB1,-0.49,1.16
YOR377W,15,ATF1,-0.3,0.65
YLR103C,15,CDC45,0.15,-0.16
YDR310C,15,SUM1,0.19,0.02
YNL068C,15,FKH2,,
YNL097C,16,PHO23,0.44,-0.29
YOL004W,16,SIN3,-0.55,0.23
YER111C,16,SWI4,-0.49,0.01
YLR295C,16,ATP14,0.16,-0.41
YLR229C,16,CDC42,-0.59,-0.29
YFR034C,16,PHO4,-0.58,-0.03
YDR146C,16,SWI5,1.49,0.75
YLR182W,16,SWI6,0.47,-0.31
YGL167C,16,PMR1,0.14,-0.25
YDR310C,16,SUM1,0.02,0.78
YOR377W,16,ATF1,0.65,0.64
YGR044C,16,RME1,0.21,0.11
YJL099W,16,CHS6,0.13,0.1
YBL008W,16,HIR1,-0.16,0.69
YHR178W,16,STB5,,
YPL031C,16,PHO85,-0.41,-0.59
YDR207C,16,UME6,0.23,-0.04
YAL013W,16,DEP1,0.41,-0.11
YLR131C,16,ACE2,0.29,-0.22
YNL068C,16,FKH2,,
YOL001W,16,PHO80,-0.19,0.2
YLR103C,16,CDC45,-0.16,0.39
YMR039C,16,SUB1,1.16,
YDR335W,16,MSN5,-0.02,-0.38
YOR377W,17,ATF1,0.64,0.99
YHR178W,17,STB5,,-1.2
YOL001W,17,PHO80,0.2,-0.43
YAL013W,17,DEP1,-0.11,0.23
YBL008W,17,HIR1,0.69,-0.55
YNL097C,17,PHO23,-0.29,0.85
YDR146C,17,SWI5,0.75,-0.1
YDR207C,17,UME6,-0.04,-0.01
YDR310C,17,SUM1,0.78,-0.41
YDR335W,17,MSN5,-0.38,-0.15
YER111C,17,SWI4,0.01,0.3
YFR034C,17,PHO4,-0.03,0.45
YGL167C,17,PMR1,-0.25,-0.2
YGR044C,17,RME1,0.11,1.62
YJL099W,17,CHS6,0.1,-0.6
YLR103C,17,CDC45,0.39,0.13
YLR131C,17,ACE2,-0.22,0.07
YLR182W,17,SWI6,-0.31,0.26
YLR229C,17,CDC42,-0.29,-0.32
YLR295C,17,ATP14,-0.41,0.14
YMR039C,17,SUB1,,0.24
YNL068C,17,FKH2,,-0.28
YOL004W,17,SIN3,0.23,-0.74
YPL031C,17,PHO85,-0.59,-0.47
