NAME,T,GENE,t0,t1
YMR043W,1,MCM1,-0.11,-0.04
YFL026W,1,STE2,0.43,0.06
YDL056W,1,MBP1,0.05,0.0
YPR034W,1,ARP7,0.12,-0.02
YOL012C,1,HTA3,0.1,0.28
YDL127W,1,PCL2,0.08,-0.18
YLR274W,1,CDC46,0.11,-0.3
YLR079W,1,SIC1,-0.5,-0.45
YKL185W,1,ASH1,-0.49,-0.58
YBR083W,1,TEC1,-0.31,-0.31
YDL055C,1,PSA1,0.64,0.59
YBR010W,1,HHT1,0.92,0.87
YKL209C,1,STE6,-0.12,-0.14
YLR210W,1,CLB4,0.25,0.29
YDL101C,1,DUN1,0.57,0.79
YMR078C,1,CTF18,0.79,1.02
YDL179W,1,PCL9,-0.63,-0.46
YBR133C,1,HSL7,-0.27,-0.29
YJL187C,1,SWE1,0.47,0.48
YLR353W,1,BUD8,-0.36,0.03
YML064C,1,TEM1,-0.38,0.24
YBR009C,1,HHF1,0.46,1.21
YLR182W,1,SWI6,-0.02,-0.06
YDL227C,1,HO,,0.19
YLR131C,1,ACE2,-0.37,-0.32
YDL003W,1,MCD1,1.14,0.89
YMR076C,1,PDS5,0.17,0.45
YMR307W,1,GAS1,0.82,1.04
YLR300W,1,EXG1,0.55,0.33
YJR092W,1,BUD4,-0.38,0.27
YPL256C,1,CLN2,0.68,0.57
YKL096W,1,CWP1,-0.5,0.04
YJL194W,1,CDC6,0.43,0.01
YLR182W,2,SWI6,-0.06,0.1
YGR041W,2,BUD9,-0.08,-0.21
YNL327W,2,EGT2,-0.83,-1.06
YLR210W,2,CLB4,0.29,0.21
YPL127C,2,HHO1,0.88,1.06
YPL256C,2,CLN2,0.57,0.6
YGR014W,2,MSB2,0.32,0.27
YGL201C,2,MCM6,0.13,0.05
YLR274W,2,CDC46,-0.3,0.06
YGL116W,2,CDC20,-0.36,0.14
YNR044W,2,AGA1,0.41,0.42
YGL038C,2,OCH1,0.21,0.1
YLR286C,2,CTS1,-2.04,-1.55
YML064C,2,TEM1,0.24,0.31
YGL032C,2,AGA2,0.26,-0.06
YLR300W,2,EXG1,0.33,0.29
YOR074C,2,CDC21,0.21,0.84
YGL021W,2,ALK1,0.28,0.52
YPR119W,2,CLB2,0.63,0.54
YMR043W,2,MCM1,-0.04,0.25
YMR076C,2,PDS5,0.45,0.11
YLR131C,2,ACE2,-0.32,0.52
YIL026C,2,IRR1,0.18,-0.11
YKL096W,2,CWP1,0.04,0.52
YNL145W,2,MFA2,-0.09,-0.48
YMR199W,2,CLN1,0.48,0.54
YIL050W,2,PCL7,-0.1,0.01
YJR092W,2,BUD4,0.27,0.54
YPR034W,2,ARP7,-0.02,0.25
YIL123W,2,SIM1,0.76,0.85
YMR307W,2,GAS1,1.04,0.96
YNL068C,2,FKH2,-0.01,0.06
YIL131C,2,FKH1,0.22,0.5
YJL187C,2,SWE1,0.48,0.35
YJL157C,2,FAR1,-0.31,-0.1
YJL158C,2,CIS3,0.45,1.13
YJL194W,2,CDC6,0.01,-0.17
YGR092W,2,DBF2,0.02,0.17
YPR075C,2,OPY2,0.2,0.3
YKL113C,2,RAD27,0.55,0.29
YNL289W,2,PCL1,0.04,0.26
YGR099W,2,TEL2,0.11,0.33
YLR103C,2,CDC45,0.69,0.47
YGR109C,2,CLB6,0.58,0.53
YNL192W,2,CHS1,-0.36,-0.31
YLR079W,2,SIC1,-0.45,-0.34
YHR152W,2,SPO12,-0.06,-0.02
YGR143W,2,SKN1,-0.7,-0.16
YKL209C,2,STE6,-0.14,0.15
YKL185W,2,ASH1,-0.58,-0.63
YHL028W,2,WSC4,-0.13,0.38
YNL172W,2,APC1,-0.2,0.04
YMR078C,2,CTF18,1.02,0.73
YHR061C,2,GIC1,0.56,0.49
YGR152C,2,RSR1,0.62,0.22
YLR353W,2,BUD8,0.03,0.38
YPL116W,2,HOS3,0.05,0.77
YER001W,2,MNN1,0.74,0.34
YEL032W,2,MCM3,0.14,0.12
YBR009C,2,HHF1,1.21,1.25
YER111C,2,SWI4,-0.08,0.08
YBL003C,2,HTA2,0.55,1.03
YDL179W,2,PCL9,-0.46,-0.18
YOL012C,2,HTA3,0.28,0.8
YBR010W,2,HHT1,0.87,0.88
YDL055C,2,PSA1,0.59,0.62
YBL023C,2,MCM2,0.29,0.28
YDL127W,2,PCL2,-0.18,0.16
YDL056W,2,MBP1,0.0,0.12
YDL101C,2,DUN1,0.79,0.54
YER095W,2,RAD51,0.46,0.66
YPR120C,2,CLB5,0.25,0.4
YDR461W,2,MFA1,0.75,0.44
YDR225W,2,HTA1,1.0,0.84
YER070W,2,RNR1,0.82,0.74
YDR507C,2,GIN4,0.89,0.53
YPR159W,2,KRE6,0.14,0.54
YBL002W,2,HTB2,1.18,0.89
YAL040C,2,CLN3,-0.4,-0.42
YDL227C,2,HO,0.19,0.01
YDR224C,2,HTB1,0.61,1.1
YDL003W,2,MCD1,0.89,0.83
YBR133C,2,HSL7,-0.29,0.28
YDR146C,2,SWI5,-0.07,0.51
YBR083W,2,TEC1,-0.31,-0.25
YFL026W,2,STE2,0.06,-0.2
YDR507C,3,GIN4,0.53,0.09
YLR103C,3,CDC45,0.47,-0.07
YDL056W,3,MBP1,0.12,0.06
YGR099W,3,TEL2,0.33,0.3
YGR152C,3,RSR1,0.22,-0.04
YLR274W,3,CDC46,0.06,0.0
YBR133C,3,HSL7,0.28,0.37
YLR182W,3,SWI6,0.1,0.38
YDL003W,3,MCD1,0.83,-0.03
YGR143W,3,SKN1,-0.16,0.18
YLR286C,3,CTS1,-1.55,-1.19
YLR210W,3,CLB4,0.21,0.22
YEL032W,3,MCM3,0.12,-0.51
YGR109C,3,CLB6,0.53,0.02
YPL256C,3,CLN2,0.6,0.27
YLR131C,3,ACE2,0.52,0.72
YDL055C,3,PSA1,0.62,0.16
YKL113C,3,RAD27,0.29,0.19
YLR079W,3,SIC1,-0.34,-0.17
YDR224C,3,HTB1,1.1,0.74
YDR146C,3,SWI5,0.51,0.64
YJL157C,3,FAR1,-0.1,0.26
YIL123W,3,SIM1,0.85,0.9
YJL158C,3,CIS3,1.13,0.87
YDL227C,3,HO,0.01,-0.18
YJL187C,3,SWE1,0.35,-0.01
YIL050W,3,PCL7,0.01,-0.05
YJL194W,3,CDC6,-0.17,-0.14
YDR225W,3,HTA1,0.84,0.87
YJR092W,3,BUD4,0.54,0.69
YIL026C,3,IRR1,-0.11,-0.08
YPR034W,3,ARP7,0.25,0.4
YDL179W,3,PCL9,-0.18,-0.09
YPR159W,3,KRE6,0.54,0.57
YKL096W,3,CWP1,0.52,0.68
YHR152W,3,SPO12,-0.02,0.06
YFL026W,3,STE2,-0.2,-0.08
YDR461W,3,MFA1,0.44,-0.35
YPR075C,3,OPY2,0.3,-0.17
YDL127W,3,PCL2,0.16,0.07
YHR061C,3,GIC1,0.49,0.33
YLR353W,3,BUD8,0.38,0.42
YDL101C,3,DUN1,0.54,0.18
YKL209C,3,STE6,0.15,0.04
YHL028W,3,WSC4,0.38,0.53
YKL185W,3,ASH1,-0.63,-0.4
YLR300W,3,EXG1,0.29,0.56
YML064C,3,TEM1,0.31,0.26
YPL127C,3,HHO1,1.06,0.76
YPR119W,3,CLB2,0.54,0.37
YBR009C,3,HHF1,1.25,1.07
YMR307W,3,GAS1,0.96,0.42
YGL201C,3,MCM6,0.05,0.04
YOL012C,3,HTA3,0.8,0.34
YNL068C,3,FKH2,0.06,0.48
YBL023C,3,MCM2,0.28,0.11
YGL116W,3,CDC20,0.14,0.43
YER095W,3,RAD51,0.66,0.19
YNL145W,3,MFA2,-0.48,0.02
YNL172W,3,APC1,0.04,0.25
YGL038C,3,OCH1,0.1,-0.07
YBL003C,3,HTA2,1.03,0.81
YNL192W,3,CHS1,-0.31,0.15
YNL289W,3,PCL1,0.26,0.07
YGL032C,3,AGA2,-0.06,-0.25
YER111C,3,SWI4,0.08,-0.08
YBL002W,3,HTB2,0.89,0.87
YNL327W,3,EGT2,-1.06,0.15
YNR044W,3,AGA1,0.42,0.13
YGL021W,3,ALK1,0.52,0.88
YAL040C,3,CLN3,-0.42,0.07
YOR074C,3,CDC21,0.84,0.42
YPL116W,3,HOS3,0.77,0.35
YMR199W,3,CLN1,0.54,0.59
YGR014W,3,MSB2,0.27,0.4
YIL131C,3,FKH1,0.5,0.46
YGR041W,3,BUD9,-0.21,-0.36
YBR010W,3,HHT1,0.88,0.84
YMR076C,3,PDS5,0.11,0.02
YMR043W,3,MCM1,0.25,0.02
YER001W,3,MNN1,0.34,0.03
YBR083W,3,TEC1,-0.25,0.39
YPR120C,3,CLB5,0.4,-0.12
YGR092W,3,DBF2,0.17,0.31
YMR078C,3,CTF18,0.73,0.09
YER070W,3,RNR1,0.74,0.31
YIL131C,4,FKH1,0.46,0.34
YLR286C,4,CTS1,-1.19,-0.3
YLR131C,4,ACE2,0.72,0.89
YLR300W,4,EXG1,0.56,1.1
YPR034W,4,ARP7,0.4,0.24
YDL179W,4,PCL9,-0.09,0.15
YNL289W,4,PCL1,0.07,0.1
YJR092W,4,BUD4,0.69,0.59
YNL192W,4,CHS1,0.15,0.55
YBL002W,4,HTB2,0.87,0.42
YJL194W,4,CDC6,-0.14,0.06
YJL187C,4,SWE1,-0.01,0.05
YNL327W,4,EGT2,0.15,0.92
YNR044W,4,AGA1,0.13,0.17
YDL227C,4,HO,-0.18,-0.01
YJL158C,4,CIS3,0.87,1.2
YPL116W,4,HOS3,0.35,0.43
YAL040C,4,CLN3,0.07,0.19
YJL157C,4,FAR1,0.26,0.03
YML064C,4,TEM1,0.26,0.16
YDR146C,4,SWI5,0.64,0.6
YOR074C,4,CDC21,0.42,0.43
YLR353W,4,BUD8,0.42,0.46
YBR133C,4,HSL7,0.37,0.37
YMR043W,4,MCM1,0.02,0.12
YNL172W,4,APC1,0.25,0.38
YLR182W,4,SWI6,0.38,0.49
YPL256C,4,CLN2,0.27,0.6
YMR199W,4,CLN1,0.59,0.53
YDL055C,4,PSA1,0.16,0.35
YPL127C,4,HHO1,0.76,0.49
YLR103C,4,CDC45,-0.07,0.06
YBR009C,4,HHF1,1.07,0.68
YDL056W,4,MBP1,0.06,0.0
YMR078C,4,CTF18,0.09,0.1
YLR079W,4,SIC1,-0.17,-0.28
YMR307W,4,GAS1,0.42,0.56
YLR210W,4,CLB4,0.22,0.01
YKL209C,4,STE6,0.04,0.17
YBR010W,4,HHT1,0.84,0.58
YNL068C,4,FKH2,0.48,0.23
YKL185W,4,ASH1,-0.4,-0.22
YBL023C,4,MCM2,0.11,0.31
YPR159W,4,KRE6,0.57,0.22
YLR274W,4,CDC46,0.0,0.14
YKL113C,4,RAD27,0.19,0.16
YOL012C,4,HTA3,0.34,0.23
YDL003W,4,MCD1,-0.03,-0.01
YNL145W,4,MFA2,0.02,0.28
YBL003C,4,HTA2,0.81,0.54
YMR076C,4,PDS5,0.02,0.07
YDL127W,4,PCL2,0.07,0.35
YKL096W,4,CWP1,0.68,0.31
YBR083W,4,TEC1,0.39,0.21
YDL101C,4,DUN1,0.18,0.33
YFL026W,4,STE2,-0.08,0.04
YDR507C,4,GIN4,0.09,0.71
YPR119W,4,CLB2,0.37,0.95
YGL021W,4,ALK1,0.88,0.7
YIL050W,4,PCL7,-0.05,-0.05
YGR014W,4,MSB2,0.4,0.8
YHR061C,4,GIC1,0.33,0.1
YGR152C,4,RSR1,-0.04,0.0
YIL026C,4,IRR1,-0.08,0.06
YDR225W,4,HTA1,0.87,0.47
YPR120C,4,CLB5,-0.12,0.1
YGL116W,4,CDC20,0.43,0.7
YER095W,4,RAD51,0.19,0.19
YHL028W,4,WSC4,0.53,0.45
YGR092W,4,DBF2,0.31,0.47
YGL032C,4,AGA2,-0.25,0.02
YER001W,4,MNN1,0.03,0.44
YHR152W,4,SPO12,0.06,-0.05
YER111C,4,SWI4,-0.08,-0.15
YPR075C,4,OPY2,-0.17,-0.09
YGR041W,4,BUD9,-0.36,0.14
YER070W,4,RNR1,0.31,0.85
YDR461W,4,MFA1,-0.35,-0.58
YGL038C,4,OCH1,-0.07,-0.07
YIL123W,4,SIM1,0.9,0.96
YEL032W,4,MCM3,-0.51,0.18
YGR109C,4,CLB6,0.02,0.33
YGR143W,4,SKN1,0.18,-0.09
YGL201C,4,MCM6,0.04,0.22
YGR099W,4,TEL2,0.3,0.11
YDR224C,4,HTB1,0.74,0.64
YLR182W,5,SWI6,0.49,0.02
YML064C,5,TEM1,0.16,0.06
YLR079W,5,SIC1,-0.28,0.38
YOL012C,5,HTA3,0.23,0.28
YPR159W,5,KRE6,0.22,-0.35
YNL145W,5,MFA2,0.28,0.07
YNL172W,5,APC1,0.38,0.12
YDL003W,5,MCD1,-0.01,0.19
YKL209C,5,STE6,0.17,0.02
YER001W,5,MNN1,0.44,0.53
YGR109C,5,CLB6,0.33,0.54
YDL101C,5,DUN1,0.33,0.26
YMR043W,5,MCM1,0.12,0.21
YER111C,5,SWI4,-0.15,-0.08
YKL185W,5,ASH1,-0.22,0.41
YEL032W,5,MCM3,0.18,-0.02
YLR274W,5,CDC46,0.14,-0.04
YBR133C,5,HSL7,0.37,-0.08
YGL032C,5,AGA2,0.02,0.32
YNL192W,5,CHS1,0.55,0.19
YDL055C,5,PSA1,0.35,0.47
YGR099W,5,TEL2,0.11,0.13
YBL003C,5,HTA2,0.54,0.39
YGL038C,5,OCH1,-0.07,0.09
YPL256C,5,CLN2,0.6,0.4
YLR353W,5,BUD8,0.46,0.27
YGR143W,5,SKN1,-0.09,-0.21
YLR131C,5,ACE2,0.89,0.86
YLR300W,5,EXG1,1.1,0.65
YDR507C,5,GIN4,0.71,0.11
YPR120C,5,CLB5,0.1,0.04
YLR210W,5,CLB4,0.01,0.3
YGR152C,5,RSR1,0.0,0.37
YBL002W,5,HTB2,0.42,0.54
YLR103C,5,CDC45,0.06,0.01
YBR083W,5,TEC1,0.21,-0.16
YPR075C,5,OPY2,-0.09,-0.44
YDL056W,5,MBP1,0.0,-0.18
YGR092W,5,DBF2,0.47,0.61
YNL289W,5,PCL1,0.1,0.0
YHL028W,5,WSC4,0.45,0.5
YDR461W,5,MFA1,-0.58,-0.35
YHR061C,5,GIC1,0.1,0.3
YJL194W,5,CDC6,0.06,0.38
YGL021W,5,ALK1,0.7,0.73
YNR044W,5,AGA1,0.17,0.0
YPR119W,5,CLB2,0.95,1.08
YPR034W,5,ARP7,0.24,-0.4
YJL187C,5,SWE1,0.05,0.15
YIL050W,5,PCL7,-0.05,0.17
YBR009C,5,HHF1,0.68,0.34
YAL040C,5,CLN3,0.19,-0.21
YDL227C,5,HO,-0.01,-0.14
YER070W,5,RNR1,0.85,0.2
YMR078C,5,CTF18,0.1,0.1
YMR199W,5,CLN1,0.53,0.24
YNL068C,5,FKH2,0.23,0.0
YDR224C,5,HTB1,0.64,0.68
YOR074C,5,CDC21,0.43,0.67
YGL201C,5,MCM6,0.22,-0.03
YJL157C,5,FAR1,0.03,0.29
YIL123W,5,SIM1,0.96,0.61
YMR307W,5,GAS1,0.56,0.62
YDR146C,5,SWI5,0.6,0.58
YFL026W,5,STE2,0.04,0.37
YBL023C,5,MCM2,0.31,0.13
YIL131C,5,FKH1,0.34,-0.12
YJL158C,5,CIS3,1.2,0.6
YGR014W,5,MSB2,0.8,-0.07
YLR286C,5,CTS1,-0.3,0.4
YBR010W,5,HHT1,0.58,0.05
YER095W,5,RAD51,0.19,0.18
YGR041W,5,BUD9,0.14,0.17
YNL327W,5,EGT2,0.92,0.83
YPL116W,5,HOS3,0.43,-0.19
YMR076C,5,PDS5,0.07,-0.1
YKL096W,5,CWP1,0.31,0.18
YKL113C,5,RAD27,0.16,0.11
YHR152W,5,SPO12,-0.05,0.4
YPL127C,5,HHO1,0.49,0.53
YDL127W,5,PCL2,0.35,-0.18
YDR225W,5,HTA1,0.47,0.55
YDL179W,5,PCL9,0.15,0.39
YJR092W,5,BUD4,0.59,0.47
YGL116W,5,CDC20,0.7,0.83
YIL026C,5,IRR1,0.06,-0.17
YGR099W,6,TEL2,0.13,0.16
YBR133C,6,HSL7,-0.08,0.4
YMR307W,6,GAS1,0.62,0.37
YLR286C,6,CTS1,0.4,1.12
YER001W,6,MNN1,0.53,-0.43
YDR146C,6,SWI5,0.58,0.62
YBR010W,6,HHT1,0.05,0.6
YMR043W,6,MCM1,0.21,0.05
YPL127C,6,HHO1,0.53,0.36
YGL201C,6,MCM6,-0.03,0.22
YNL172W,6,APC1,0.12,0.38
YGR014W,6,MSB2,-0.07,0.16
YLR300W,6,EXG1,0.65,1.06
YER070W,6,RNR1,0.2,-0.43
YGR041W,6,BUD9,0.17,0.41
YGR092W,6,DBF2,0.61,0.86
YMR199W,6,CLN1,0.24,0.27
YEL032W,6,MCM3,-0.02,-0.03
YGL038C,6,OCH1,0.09,-0.16
YNL145W,6,MFA2,0.07,0.4
YMR076C,6,PDS5,-0.1,0.2
YML064C,6,TEM1,0.06,0.2
YBR009C,6,HHF1,0.34,0.69
YLR353W,6,BUD8,0.27,0.4
YBL003C,6,HTA2,0.39,0.45
YMR078C,6,CTF18,0.1,-0.37
YBR083W,6,TEC1,-0.16,0.62
YGL116W,6,CDC20,0.83,0.58
YNL068C,6,FKH2,0.0,0.05
YLR131C,6,ACE2,0.86,0.93
YER095W,6,RAD51,0.18,-0.19
YDL101C,6,DUN1,0.26,0.32
YKL185W,6,ASH1,0.41,0.79
YHR061C,6,GIC1,0.3,0.22
YKL113C,6,RAD27,0.11,-0.04
YNL327W,6,EGT2,0.83,2.16
YDL127W,6,PCL2,-0.18,0.22
YKL096W,6,CWP1,0.18,0.74
YHR152W,6,SPO12,0.4,0.43
YOL012C,6,HTA3,0.28,0.39
YDR225W,6,HTA1,0.55,0.76
YAL040C,6,CLN3,-0.21,0.48
YJR092W,6,BUD4,0.47,0.48
YDL179W,6,PCL9,0.39,0.29
YIL026C,6,IRR1,-0.17,0.08
YGL021W,6,ALK1,0.73,1.01
YJL194W,6,CDC6,0.38,0.47
YNR044W,6,AGA1,0.0,-0.12
YJL187C,6,SWE1,0.15,0.14
YIL050W,6,PCL7,0.17,0.02
YER111C,6,SWI4,-0.08,0.1
YPR034W,6,ARP7,-0.4,0.38
YJL158C,6,CIS3,0.6,1.0
YDR224C,6,HTB1,0.68,0.46
YDL227C,6,HO,-0.14,0.01
YOR074C,6,CDC21,0.67,0.14
YJL157C,6,FAR1,0.29,0.75
YIL123W,6,SIM1,0.61,0.73
YFL026W,6,STE2,0.37,-0.05
YIL131C,6,FKH1,-0.12,0.28
YDR461W,6,MFA1,-0.35,-0.71
YHL028W,6,WSC4,0.5,0.49
YBL023C,6,MCM2,0.13,0.25
YKL209C,6,STE6,0.02,0.36
YLR274W,6,CDC46,-0.04,0.24
YGR109C,6,CLB6,0.54,-0.55
YDL003W,6,MCD1,0.19,-0.35
YPR119W,6,CLB2,1.08,0.79
YLR210W,6,CLB4,0.3,-0.29
YNL192W,6,CHS1,0.19,1.33
YGR143W,6,SKN1,-0.21,0.46
YLR182W,6,SWI6,0.02,0.46
YPR075C,6,OPY2,-0.44,-0.03
YDL055C,6,PSA1,0.47,0.27
YBL002W,6,HTB2,0.54,0.59
YPR159W,6,KRE6,-0.35,0.17
YPL256C,6,CLN2,0.4,-0.3
YDR507C,6,GIN4,0.11,-0.01
YLR079W,6,SIC1,0.38,0.65
YLR103C,6,CDC45,0.01,-0.59
YGR152C,6,RSR1,0.37,-0.35
YPL116W,6,HOS3,-0.19,0.3
YGL032C,6,AGA2,0.32,-0.11
YNL289W,6,PCL1,0.0,0.11
YDL056W,6,MBP1,-0.18,-0.22
YPR120C,6,CLB5,0.04,-0.18
YNL289W,7,PCL1,0.11,0.21
YOR074C,7,CDC21,0.14,-0.55
YGL116W,7,CDC20,0.58,0.26
YER095W,7,RAD51,-0.19,-0.01
YNL172W,7,APC1,0.38,0.08
YFL026W,7,STE2,-0.05,-0.36
YGL032C,7,AGA2,-0.11,-0.03
YBL003C,7,HTA2,0.45,-0.06
YER111C,7,SWI4,0.1,0.1
YAL040C,7,CLN3,0.48,0.47
YNL192W,7,CHS1,1.33,1.19
YPL116W,7,HOS3,0.3,-0.21
YNR044W,7,AGA1,-0.12,-0.1
YNL068C,7,FKH2,0.05,0.48
YGL038C,7,OCH1,-0.16,-0.04
YNL327W,7,EGT2,2.16,
YBL002W,7,HTB2,0.59,-0.13
YNL145W,7,MFA2,0.4,-0.05
YGL021W,7,ALK1,1.01,0.47
YPR119W,7,CLB2,0.79,0.85
YDR146C,7,SWI5,0.62,0.61
YMR307W,7,GAS1,0.37,-0.29
YBL023C,7,MCM2,0.25,-0.62
YGR152C,7,RSR1,-0.35,-0.46
YPL256C,7,CLN2,-0.3,-0.55
YLR079W,7,SIC1,0.65,0.96
YDL056W,7,MBP1,-0.22,0.14
YDR461W,7,MFA1,-0.71,-0.66
YKL209C,7,STE6,0.36,0.25
YHL028W,7,WSC4,0.49,0.16
YKL185W,7,ASH1,0.79,0.91
YDL101C,7,DUN1,0.32,-0.29
YKL113C,7,RAD27,-0.04,-0.17
YHR061C,7,GIC1,0.22,-0.28
YPR120C,7,CLB5,-0.18,-0.26
YDL127W,7,PCL2,0.22,-0.39
YKL096W,7,CWP1,0.74,0.64
YHR152W,7,SPO12,0.43,0.05
YDR225W,7,HTA1,0.76,-0.08
YIL131C,7,FKH1,0.28,0.16
YIL123W,7,SIM1,0.73,0.32
YJL157C,7,FAR1,0.75,0.65
YPR034W,7,ARP7,0.38,0.31
YDL227C,7,HO,0.01,-0.34
YJL158C,7,CIS3,1.0,0.47
YLR131C,7,ACE2,0.93,0.9
YOL012C,7,HTA3,0.39,0.17
YJL187C,7,SWE1,0.14,-0.31
YDR224C,7,HTB1,0.46,0.1
YDL179W,7,PCL9,0.29,0.61
