NAME,T,GENE,t0,t1
YDR146C,10,SWI5,0.12,-0.25
YLR103C,10,CDC45,0.85,0.77
YAL013W,10,DEP1,0.14,0.08
YLR131C,10,ACE2,-0.31,-0.58
YOR377W,10,ATF1,-0.44,-0.12
YLR182W,10,SWI6,0.12,-0.12
YHR178W,10,STB5,-0.04,-0.04
YOL001W,10,PHO80,0.13,-0.29
YDR310C,10,SUM1,0.11,-0.11
YDR207C,10,UME6,-0.02,-0.03
YOL004W,10,SIN3,-0.04,-0.42
YPL031C,10,PHO85,0.12,0.18
YMR039C,11,SUB1,0.06,0.05
YLR295C,11,ATP14,,-0.01
YOL001W,11,PHO80,-0.29,-0.14
YDR207C,11,UME6,-0.03,0.05
YER111C,11,SWI4,0.41,0.14
YDR335W,11,MSN5,0.05,-0.12
YLR103C,11,CDC45,0.77,0.24
YAL013W,11,DEP1,0.08,0.07
YHR178W,11,STB5,-0.04,0.41
YLR182W,11,SWI6,-0.12,0.09
YOR377W,11,ATF1,-0.12,-0.16
YDR146C,11,SWI5,-0.25,0.08
YDR310C,11,SUM1,-0.11,-0.14
YGL167C,11,PMR1,-0.04,-0.44
YPL031C,11,PHO85,0.18,
YNL068C,11,FKH2,-0.07,0.11
YOL004W,11,SIN3,-0.42,-0.05
YNL097C,11,PHO23,0.62,-0.28
YBL008W,11,HIR1,-0.06,0.28
YJL099W,11,CHS6,-0.26,-0.01
YLR131C,11,ACE2,-0.58,0.21
YGR044C,11,RME1,1.0,0.39
YLR229C,11,CDC42,0.14,0.02
YFR034C,11,PHO4,-0.07,0.36
YOL004W,12,SIN3,-0.05,
YMR039C,12,SUB1,0.05,-0.05
YOL001W,12,PHO80,-0.14,
YAL013W,12,DEP1,0.07,
YNL068C,12,FKH2,0.11,
YOR377W,12,ATF1,-0.16,
YLR131C,12,ACE2,0.21,
YNL097C,12,PHO23,-0.28,-0.39
YFR034C,12,PHO4,0.36,
YDR207C,12,UME6,0.05,
YLR182W,12,SWI6,0.09,
YLR229C,12,CDC42,0.02,0.24
YLR103C,12,CDC45,0.24,
YGR044C,12,RME1,0.39,0.21
YJL099W,12,CHS6,-0.01,0.58
YLR295C,12,ATP14,-0.01,-0.03
YDR310C,12,SUM1,-0.14,
YGL167C,12,PMR1,-0.44,
YDR335W,12,MSN5,-0.12,
YDR146C,12,SWI5,0.08,
YPL031C,12,PHO85,,0.31
YHR178W,12,STB5,0.41,0.32
YER111C,12,SWI4,0.14,-0.45
YBL008W,12,HIR1,0.28,-0.72
YLR103C,13,CDC45,,-0.44
YBL008W,13,HIR1,-0.72,-0.23
YPL031C,13,PHO85,0.31,0.21
YDR207C,13,UME6,,0.09
YGL167C,13,PMR1,,0.09
YOL001W,13,PHO80,,0.04
YAL013W,13,DEP1,,-0.1
YHR178W,13,STB5,0.32,0.37
YJL099W,13,CHS6,0.58,
YDR310C,13,SUM1,,-0.06
YNL068C,13,FKH2,,-0.02
YDR146C,13,SWI5,,0.8
YDR335W,13,MSN5,,0.14
YOR377W,13,ATF1,,-0.33
YLR295C,13,ATP14,-0.03,-0.05
YMR039C,13,SUB1,-0.05,
YER111C,13,SWI4,-0.45,-1.23
YNL097C,13,PHO23,-0.39,
YLR229C,13,CDC42,0.24,-0.14
YLR182W,13,SWI6,,0.35
YLR131C,13,ACE2,,0.29
YOL004W,13,SIN3,,-0.14
YFR034C,13,PHO4,,-0.02
YGR044C,13,RME1,0.21,
YDR310C,14,SUM1,-0.06,0.05
YER111C,14,SWI4,-1.23,
YFR034C,14,PHO4,-0.02,0.23
YGL167C,14,PMR1,0.09,0.11
YOL004W,14,SIN3,-0.14,-0.5
YJL099W,14,CHS6,,0.14
YDR207C,14,UME6,0.09,0.34
YBL008W,14,HIR1,-0.23,-0.27
YLR295C,14,ATP14,-0.05,0.43
YMR039C,14,SUB1,,0.16
YOR377W,14,ATF1,-0.33,-0.21
YLR229C,14,CDC42,-0.14,0.24
YNL097C,14,PHO23,,0.41
YGR044C,14,RME1,,-0.22
YLR182W,14,SWI6,0.35,0.1
YNL068C,14,FKH2,-0.02,0.28
YDR146C,14,SWI5,0.8,1.27
YLR103C,14,CDC45,-0.44,-1.0
YAL013W,14,DEP1,-0.1,-0.26
YPL031C,14,PHO85,0.21,0.74
YOL001W,14,PHO80,0.04,-0.43
YHR178W,14,STB5,0.37,0.06
YLR131C,14,ACE2,0.29,0.73
YDR335W,14,MSN5,0.14,0.21
YOR377W,15,ATF1,-0.21,-0.63
YHR178W,15,STB5,0.06,0.26
YOL001W,15,PHO80,-0.43,0.1
YAL013W,15,DEP1,-0.26,0.28
YBL008W,15,HIR1,-0.27,-0.81
YNL097C,15,PHO23,0.41,-0.33
YDR146C,15,SWI5,1.27,0.63
YDR207C,15,UME6,0.34,0.22
YDR310C,15,SUM1,0.05,0.06
YDR335W,15,MSN5,0.21,0.45
YER111C,15,SWI4,,
YFR034C,15,PHO4,0.23,0.19
YGL167C,15,PMR1,0.11,0.17
YGR044C,15,RME1,-0.22,0.71
YJL099W,15,CHS6,0.14,-0.11
YLR103C,15,CDC45,-1.0,-0.87
YLR131C,15,ACE2,0.73,0.3
YLR182W,15,SWI6,0.1,-0.01
YLR229C,15,CDC42,0.24,0.19
YLR295C,15,ATP14,0.43,0.67
YMR039C,15,SUB1,0.16,0.13
YNL068C,15,FKH2,0.28,-0.09
YOL004W,15,SIN3,-0.5,-0.07
YPL031C,15,PHO85,0.74,0.42
