NAME,T,GENE,t0,t1
YDL101C,3,DUN1,1.05,0.18
YPR159W,3,KRE6,0.38,0.47
YLR131C,3,ACE2,-1.16,-0.69
YBR010W,3,HHT1,0.01,1.51
YDL227C,3,HO,-0.28,-0.02
YMR199W,3,CLN1,,0.94
YHR152W,3,SPO12,-0.27,-0.52
YGL038C,3,OCH1,0.64,-0.29
YLR079W,3,SIC1,-0.21,-0.45
YGL032C,3,AGA2,0.46,-1.22
YDR146C,3,SWI5,-0.88,-0.19
YLR182W,3,SWI6,-0.13,0.34
YNL068C,3,FKH2,,0.17
YMR307W,3,GAS1,-0.1,0.44
YDL003W,3,MCD1,1.5,0.63
YIL026C,3,IRR1,0.32,0.05
YBR133C,3,HSL7,-0.42,0.08
YLR210W,3,CLB4,0.23,0.36
YJL187C,3,SWE1,0.56,0.44
YPL127C,3,HHO1,0.57,0.92
YBR083W,3,TEC1,-0.03,-0.57
YLR103C,3,CDC45,0.75,0.49
YPR075C,3,OPY2,0.64,0.06
YJL194W,3,CDC6,,-0.58
YJL157C,3,FAR1,-1.41,-0.66
YPR034W,3,ARP7,-0.54,0.35
YMR078C,3,CTF18,0.65,0.32
YBL023C,3,MCM2,0.11,-0.67
YDR225W,3,HTA1,-0.27,1.4
YDL055C,3,PSA1,-0.02,0.16
YIL050W,3,PCL7,0.0,-0.02
YHL028W,3,WSC4,-0.46,-0.03
YIL026C,4,IRR1,0.05,-0.08
YPR120C,4,CLB5,0.26,-0.09
YKL185W,4,ASH1,-0.99,-1.14
YER095W,4,RAD51,0.64,0.42
YGR041W,4,BUD9,-0.62,0.18
YBR083W,4,TEC1,-0.57,-0.97
YPR159W,4,KRE6,0.47,-0.07
YPR119W,4,CLB2,-1.36,0.4
YDL127W,4,PCL2,-0.26,0.1
YML064C,4,TEM1,0.21,-0.25
YNL192W,4,CHS1,-0.36,-0.68
YGL032C,4,AGA2,-1.22,-0.9
YDL056W,4,MBP1,-0.07,0.16
YFL026W,4,STE2,,-1.06
YMR307W,4,GAS1,0.44,0.36
YJL157C,4,FAR1,-0.66,-0.97
YNL145W,4,MFA2,-0.76,-1.8
YMR076C,4,PDS5,0.5,0.06
YBL003C,4,HTA2,0.98,1.14
YBL023C,4,MCM2,-0.67,-1.01
YGL201C,4,MCM6,-0.31,-0.09
YMR078C,4,CTF18,0.32,0.19
YNL068C,4,FKH2,0.17,0.55
YDL101C,4,DUN1,0.18,0.13
YER111C,4,SWI4,0.54,0.18
YGL116W,4,CDC20,-0.31,-0.61
YOL012C,4,HTA3,0.12,0.9
YGR014W,4,MSB2,0.11,-0.04
YIL131C,4,FKH1,0.57,0.76
YMR043W,4,MCM1,-0.36,0.81
YKL096W,4,CWP1,0.03,0.7
YMR199W,4,CLN1,0.94,0.48
YGL038C,4,OCH1,-0.29,0.13
YGL021W,4,ALK1,-0.78,0.23
YNL172W,4,APC1,-0.21,0.46
YDL227C,4,HO,-0.02,-0.55
YDL055C,4,PSA1,0.16,0.44
YGR143W,4,SKN1,-0.28,-0.45
YPL116W,4,HOS3,-0.14,0.24
YLR274W,4,CDC46,-0.45,-0.84
YER070W,4,RNR1,0.74,0.47
YDR461W,4,MFA1,1.75,0.76
YDL179W,4,PCL9,-0.67,-0.01
YGR152C,4,RSR1,0.53,0.31
YLR210W,4,CLB4,0.36,0.38
YBR133C,4,HSL7,0.08,0.08
YJL187C,4,SWE1,0.44,-0.06
YIL050W,4,PCL7,-0.02,0.31
YDR225W,4,HTA1,1.4,1.18
YPL127C,4,HHO1,0.92,0.99
YHL028W,4,WSC4,-0.03,-0.23
YLR182W,4,SWI6,0.34,0.13
YDL003W,4,MCD1,0.63,0.29
YDR224C,4,HTB1,1.3,1.15
YHR061C,4,GIC1,0.34,0.27
YPL256C,4,CLN2,0.74,0.21
YLR131C,4,ACE2,-0.69,0.08
YPR075C,4,OPY2,0.06,0.34
YBR010W,4,HHT1,1.51,0.91
YAL040C,4,CLN3,-0.63,-0.68
YLR103C,4,CDC45,0.49,0.08
YDR146C,4,SWI5,-0.19,0.05
YPR034W,4,ARP7,0.35,0.37
YHR152W,4,SPO12,-0.52,-0.22
YLR079W,4,SIC1,-0.45,-0.42
YJL194W,4,CDC6,-0.58,-0.22
YDR507C,4,GIN4,0.37,0.32
YKL209C,4,STE6,0.2,-0.84
YKL113C,4,RAD27,0.52,0.18
YOR074C,4,CDC21,1.17,0.57
YNL327W,4,EGT2,-1.29,-1.66
YJR092W,4,BUD4,-0.51,0.09
YGR099W,4,TEL2,0.38,0.12
YLR300W,4,EXG1,0.35,0.42
YLR353W,4,BUD8,-0.18,-0.41
YBL002W,4,HTB2,1.21,0.69
YBR009C,4,HHF1,1.51,1.65
YJL158C,4,CIS3,0.44,0.19
YER001W,4,MNN1,0.53,0.55
YEL032W,4,MCM3,-1.11,-0.41
YNR044W,4,AGA1,-0.71,-1.24
YIL123W,4,SIM1,0.28,0.36
YGR092W,4,DBF2,-0.85,-0.55
YGR109C,4,CLB6,0.23,0.15
YLR286C,4,CTS1,-1.17,-1.43
YNL289W,4,PCL1,0.18,-0.07
YDL056W,5,MBP1,0.16,-0.29
YLR079W,5,SIC1,-0.42,-0.77
YIL123W,5,SIM1,0.36,0.79
YHR061C,5,GIC1,0.27,0.48
YPR119W,5,CLB2,0.4,1.09
YMR078C,5,CTF18,0.19,0.05
YKL185W,5,ASH1,-1.14,-1.5
YHR152W,5,SPO12,-0.22,-0.13
YMR199W,5,CLN1,0.48,0.07
YGR092W,5,DBF2,-0.55,-0.55
YLR353W,5,BUD8,-0.41,0.24
YGL038C,5,OCH1,0.13,-0.62
YGR041W,5,BUD9,0.18,-1.05
YML064C,5,TEM1,-0.25,0.36
YLR103C,5,CDC45,0.08,-0.29
YDL101C,5,DUN1,0.13,-0.4
YBR010W,5,HHT1,0.91,0.69
YLR182W,5,SWI6,0.13,0.28
YDL003W,5,MCD1,0.29,-0.55
YMR043W,5,MCM1,0.81,-0.32
YBL023C,5,MCM2,-1.01,-0.56
YGR143W,5,SKN1,-0.45,0.12
YKL209C,5,STE6,-0.84,-0.88
YLR274W,5,CDC46,-0.84,-0.77
YKL113C,5,RAD27,0.18,-0.33
YGL201C,5,MCM6,-0.09,-0.48
YGR109C,5,CLB6,0.15,-0.66
YDL055C,5,PSA1,0.44,0.03
YGR014W,5,MSB2,-0.04,-0.01
YLR286C,5,CTS1,-1.43,-1.58
YGR152C,5,RSR1,0.31,-0.05
YMR076C,5,PDS5,0.06,0.0
YLR210W,5,CLB4,0.38,0.36
YBR009C,5,HHF1,1.65,0.68
YIL050W,5,PCL7,0.31,0.08
YGR099W,5,TEL2,0.12,0.36
YLR300W,5,EXG1,0.42,0.95
YHL028W,5,WSC4,-0.23,-0.37
YIL131C,5,FKH1,0.76,0.57
YGL116W,5,CDC20,-0.61,-0.03
YLR131C,5,ACE2,0.08,0.61
YOL012C,5,HTA3,0.9,0.75
YIL026C,5,IRR1,-0.08,-0.25
YDR225W,5,HTA1,1.18,1.11
YER111C,5,SWI4,0.18,-0.85
YNL068C,5,FKH2,0.55,0.54
YJL194W,5,CDC6,-0.22,0.16
YKL096W,5,CWP1,0.7,1.6
YBL003C,5,HTA2,1.14,0.9
YNR044W,5,AGA1,-1.24,-0.82
YEL032W,5,MCM3,-0.41,-1.14
YJL158C,5,CIS3,0.19,1.13
YFL026W,5,STE2,-1.06,-0.93
YJR092W,5,BUD4,0.09,0.63
YNL145W,5,MFA2,-1.8,-1.03
YER001W,5,MNN1,0.55,-0.38
YAL040C,5,CLN3,-0.68,0.1
YPR034W,5,ARP7,0.37,0.54
YJL157C,5,FAR1,-0.97,-0.66
YDR146C,5,SWI5,0.05,0.02
YJL187C,5,SWE1,-0.06,-0.14
YBL002W,5,HTB2,0.69,0.85
YNL172W,5,APC1,0.46,0.01
YPL127C,5,HHO1,0.99,0.86
YDR224C,5,HTB1,1.15,0.94
YGL021W,5,ALK1,0.23,1.03
YER095W,5,RAD51,0.42,-0.4
YNL327W,5,EGT2,-1.66,-1.88
YBR133C,5,HSL7,0.08,-0.05
YDR461W,5,MFA1,0.76,0.16
YPL256C,5,CLN2,0.21,-0.36
YDL179W,5,PCL9,-0.01,-0.95
YPR075C,5,OPY2,0.34,0.35
YNL289W,5,PCL1,-0.07,0.09
YBR083W,5,TEC1,-0.97,-0.49
YOR074C,5,CDC21,0.57,0.31
YMR307W,5,GAS1,0.36,0.44
YDL227C,5,HO,-0.55,-0.04
YPL116W,5,HOS3,0.24,0.53
YPR120C,5,CLB5,-0.09,-0.18
YER070W,5,RNR1,0.47,-0.7
YNL192W,5,CHS1,-0.68,-0.53
YGL032C,5,AGA2,-0.9,-1.39
YDL127W,5,PCL2,0.1,-0.32
YDR507C,5,GIN4,0.32,-0.5
YPR159W,5,KRE6,-0.07,0.04
YHL028W,6,WSC4,-0.37,0.25
YER070W,6,RNR1,-0.7,-0.68
YLR300W,6,EXG1,0.95,-0.36
YGR092W,6,DBF2,-0.55,0.52
YNL289W,6,PCL1,0.09,-0.33
YBL002W,6,HTB2,0.85,0.43
YJL187C,6,SWE1,-0.14,-0.19
YBR133C,6,HSL7,-0.05,0.59
YLR182W,6,SWI6,0.28,-0.03
YLR353W,6,BUD8,0.24,0.05
YIL123W,6,SIM1,0.79,0.29
YER001W,6,MNN1,-0.38,-0.54
YMR199W,6,CLN1,0.07,-0.54
YJL158C,6,CIS3,1.13,0.64
YKL209C,6,STE6,-0.88,-0.39
YDR461W,6,MFA1,0.16,0.27
YLR274W,6,CDC46,-0.77,-0.62
YDL179W,6,PCL9,-0.95,-0.39
YGR143W,6,SKN1,0.12,-0.1
YOR074C,6,CDC21,0.31,-0.74
YDR507C,6,GIN4,-0.5,-0.25
YGR152C,6,RSR1,-0.05,-0.45
YIL050W,6,PCL7,0.08,0.33
YLR210W,6,CLB4,0.36,-0.03
YPL116W,6,HOS3,0.53,0.6
YNL327W,6,EGT2,-1.88,-1.46
YBR009C,6,HHF1,0.68,0.41
YPR075C,6,OPY2,0.35,-0.1
YGR109C,6,CLB6,-0.66,-0.77
YNR044W,6,AGA1,-0.82,-1.35
YLR286C,6,CTS1,-1.58,-2.17
YDR225W,6,HTA1,1.11,0.08
YKL185W,6,ASH1,-1.5,-1.14
YPR119W,6,CLB2,1.09,1.54
YEL032W,6,MCM3,-1.14,
YOL012C,6,HTA3,0.75,0.38
YPL127C,6,HHO1,0.86,0.32
YGR099W,6,TEL2,0.36,-0.08
YJR092W,6,BUD4,0.63,0.62
YLR131C,6,ACE2,0.61,0.76
YGR041W,6,BUD9,-1.05,-1.16
YML064C,6,TEM1,0.36,0.38
YDR146C,6,SWI5,0.02,0.68
YBL023C,6,MCM2,-0.56,0.13
YJL157C,6,FAR1,-0.66,-0.73
YDR224C,6,HTB1,0.94,-0.08
YPR034W,6,ARP7,0.54,
YNL145W,6,MFA2,-1.03,-1.3
YMR076C,6,PDS5,0.0,-0.1
YHR152W,6,SPO12,-0.13,0.27
YFL026W,6,STE2,-0.93,-0.77
YNL068C,6,FKH2,0.54,0.36
YPR159W,6,KRE6,0.04,
YGL116W,6,CDC20,-0.03,0.48
YKL113C,6,RAD27,-0.33,-0.56
YBL003C,6,HTA2,0.9,0.43
YBR010W,6,HHT1,0.69,0.11
YKL096W,6,CWP1,1.6,0.72
YDL227C,6,HO,-0.04,
YMR078C,6,CTF18,0.05,-0.13
YLR079W,6,SIC1,-0.77,-0.53
YIL131C,6,FKH1,0.57,0.18
YIL026C,6,IRR1,-0.25,-0.29
YDL003W,6,MCD1,-0.55,-0.65
YGL038C,6,OCH1,-0.62,-0.36
YMR307W,6,GAS1,0.44,0.15
YDL101C,6,DUN1,-0.4,-0.02
YGL032C,6,AGA2,-1.39,-1.15
YGL021W,6,ALK1,1.03,0.95
YLR103C,6,CDC45,-0.29,-0.33
YGL201C,6,MCM6,-0.48,0.15
YMR043W,6,MCM1,-0.32,-0.29
YDL127W,6,PCL2,-0.32,-1.03
YPR120C,6,CLB5,-0.18,-0.4
YER095W,6,RAD51,-0.4,-0.9
YER111C,6,SWI4,-0.85,-0.82
YJL194W,6,CDC6,0.16,-0.09
YGR014W,6,MSB2,-0.01,-0.43
YAL040C,6,CLN3,0.1,-0.02
YDL055C,6,PSA1,0.03,0.11
YNL172W,6,APC1,0.01,0.28
YDL056W,6,MBP1,-0.29,0.01
YPL256C,6,CLN2,-0.36,-1.32
YNL192W,6,CHS1,-0.53,-1.26
YHR061C,6,GIC1,0.48,0.19
YBR083W,6,TEC1,-0.49,-0.54
YLR103C,7,CDC45,-0.33,-0.46
YDL003W,7,MCD1,-0.65,-0.76
YIL026C,7,IRR1,-0.29,-0.11
YJL187C,7,SWE1,-0.19,-0.4
YAL040C,7,CLN3,-0.02,0.53
YDR224C,7,HTB1,-0.08,-0.13
YLR131C,7,ACE2,0.76,0.75
YLR079W,7,SIC1,-0.53,-0.47
YBR010W,7,HHT1,0.11,-0.4
YPR120C,7,CLB5,-0.4,-0.35
YLR182W,7,SWI6,-0.03,-0.23
YLR210W,7,CLB4,-0.03,-0.11
YHR061C,7,GIC1,0.19,-0.42
YDL227C,7,HO,,0.4
YPL116W,7,HOS3,0.6,-0.09
YPL256C,7,CLN2,-1.32,-1.5
YDR225W,7,HTA1,0.08,-0.18
YHR152W,7,SPO12,0.27,0.69
YHL028W,7,WSC4,0.25,0.17
YJL194W,7,CDC6,-0.09,-0.16
YPR034W,7,ARP7,,0.05
YDR146C,7,SWI5,0.68,0.75
YDL179W,7,PCL9,-0.39,-0.44
YPL127C,7,HHO1,0.32,-0.17
YGR152C,7,RSR1,-0.45,-0.51
YIL050W,7,PCL7,0.33,0.31
YMR199W,7,CLN1,-0.54,-1.11
YKL209C,7,STE6,-0.39,0.19
YMR307W,7,GAS1,0.15,0.01
YIL123W,7,SIM1,0.29,0.46
YER070W,7,RNR1,-0.68,-1.03
YIL131C,7,FKH1,0.18,0.27
YBR083W,7,TEC1,-0.54,-0.17
YGR041W,7,BUD9,-1.16,-0.84
YNL192W,7,CHS1,-1.26,-1.3
YDL056W,7,MBP1,0.01,0.22
YML064C,7,TEM1,0.38,0.47
YER095W,7,RAD51,-0.9,-0.73
YNL172W,7,APC1,0.28,0.22
YMR078C,7,CTF18,-0.13,-0.31
YLR353W,7,BUD8,0.05,0.08
