NAME,T,GENE,t0,t1
YKL185W,0,ASH1,-1.73,-2.23
YKL113C,0,RAD27,,
YER111C,0,SWI4,0.08,-0.42
YKL096W,0,CWP1,0.57,1.36
YFL026W,0,STE2,-0.68,0.08
YJR092W,0,BUD4,0.2,0.21
YGL021W,0,ALK1,0.81,0.81
YJL194W,0,CDC6,-0.32,-0.92
YGL032C,0,AGA2,-0.47,0.35
YJL187C,0,SWE1,0.01,0.06
YJL158C,0,CIS3,0.71,1.02
YOR074C,0,CDC21,,-0.58
YDR461W,0,MFA1,-0.44,0.37
YGR143W,0,SKN1,-0.23,-0.77
YPR075C,0,OPY2,0.64,0.28
YPL256C,0,CLN2,0.31,-0.14
YBR009C,0,HHF1,1.2,0.61
YBL002W,0,HTB2,0.92,1.72
YBL023C,0,MCM2,-0.97,-0.47
YPL127C,0,HHO1,1.34,0.31
YPR034W,0,ARP7,0.61,0.0
YBL003C,0,HTA2,1.49,1.03
YPL116W,0,HOS3,0.74,1.07
YER001W,1,MNN1,0.36,-0.74
YLR079W,1,SIC1,-1.56,-0.74
YPL256C,1,CLN2,-0.14,-0.88
YNL068C,1,FKH2,,
YER070W,1,RNR1,,
YKL209C,1,STE6,0.3,-0.86
YKL185W,1,ASH1,-2.23,-1.78
YER095W,1,RAD51,-0.05,-0.51
YFL026W,1,STE2,0.08,-0.47
YPR034W,1,ARP7,0.0,0.31
YKL113C,1,RAD27,,
YPR119W,1,CLB2,0.71,0.25
YGL021W,1,ALK1,0.81,1.5
YPL116W,1,HOS3,1.07,0.45
YNL145W,1,MFA2,-0.58,-0.15
YER111C,1,SWI4,-0.42,0.03
YDL003W,1,MCD1,-0.71,-1.31
YJR092W,1,BUD4,0.21,0.5
YKL096W,1,CWP1,1.36,0.59
YPR120C,1,CLB5,-0.53,-0.86
YDL055C,1,PSA1,0.83,-0.04
YLR103C,1,CDC45,-0.61,-0.36
YNL172W,1,APC1,0.53,0.2
YDL179W,1,PCL9,,
YMR043W,1,MCM1,-0.09,0.18
YDL227C,1,HO,-0.11,0.17
YBL023C,1,MCM2,-0.47,-0.64
YMR078C,1,CTF18,0.06,-0.72
YML064C,1,TEM1,0.09,0.56
YOL012C,1,HTA3,,
YDL127W,1,PCL2,-0.13,-1.13
YPL127C,1,HHO1,0.31,0.69
YDR146C,1,SWI5,0.74,0.72
YLR353W,1,BUD8,0.36,0.63
YDR224C,1,HTB1,0.39,-0.09
YLR300W,1,EXG1,0.38,-0.04
YMR199W,1,CLN1,0.01,-0.59
YDR225W,1,HTA1,1.11,0.05
YLR286C,1,CTS1,-1.69,-2.48
YLR274W,1,CDC46,-1.86,-0.09
YDL101C,1,DUN1,-0.28,-0.5
YGR143W,1,SKN1,-0.77,0.68
YDR461W,1,MFA1,0.37,-0.85
YLR210W,1,CLB4,0.24,0.7
YDR507C,1,GIN4,0.13,-0.81
YLR182W,1,SWI6,-1.02,0.14
YMR307W,1,GAS1,0.72,0.08
YLR131C,1,ACE2,-0.15,1.22
YEL032W,1,MCM3,-1.12,-0.32
YBL003C,1,HTA2,1.03,0.13
YDL056W,1,MBP1,1.13,-0.53
YJL194W,1,CDC6,-0.92,-0.3
YMR076C,1,PDS5,0.29,-0.59
YNL289W,1,PCL1,0.39,-0.56
YGR014W,1,MSB2,0.84,-0.51
YBR083W,1,TEC1,-1.05,-0.78
YIL123W,1,SIM1,1.09,1.09
YIL050W,1,PCL7,0.21,0.44
YBR009C,1,HHF1,0.61,-0.41
YPR075C,1,OPY2,0.28,0.25
YNR044W,1,AGA1,-1.32,-1.03
YIL026C,1,IRR1,-0.96,-0.26
YGL201C,1,MCM6,-0.22,-0.14
YHR061C,1,GIC1,0.92,0.43
YIL131C,1,FKH1,1.14,0.37
YHL028W,1,WSC4,0.79,0.99
YGR109C,1,CLB6,-0.45,-1.59
YGL116W,1,CDC20,-0.81,0.81
YGR099W,1,TEL2,1.05,0.63
YJL157C,1,FAR1,-0.84,-0.66
YNL327W,1,EGT2,-2.32,-1.17
YGL032C,1,AGA2,0.35,-0.56
YHR152W,1,SPO12,,
YPR159W,1,KRE6,0.58,0.21
YJL187C,1,SWE1,0.06,-0.31
YGR092W,1,DBF2,-0.29,-0.06
YAL040C,1,CLN3,0.02,0.04
YJL158C,1,CIS3,1.02,0.84
YNL192W,1,CHS1,,
YBR010W,1,HHT1,0.49,-0.08
YBL002W,1,HTB2,1.72,-0.61
YGR152C,1,RSR1,-0.51,-0.64
YGL038C,1,OCH1,-0.16,-0.85
YGR041W,1,BUD9,-0.44,-1.1
YBR133C,1,HSL7,0.47,0.25
YOR074C,1,CDC21,-0.58,
YLR286C,2,CTS1,-2.48,-2.13
YDR225W,2,HTA1,0.05,-0.84
YGR092W,2,DBF2,-0.06,0.38
YHR061C,2,GIC1,0.43,-0.12
YLR274W,2,CDC46,-0.09,-0.23
YJL194W,2,CDC6,-0.3,-0.7
YDR224C,2,HTB1,-0.09,-1.31
YGR143W,2,SKN1,0.68,0.62
YDL179W,2,PCL9,,
YMR043W,2,MCM1,0.18,-0.11
YOL012C,2,HTA3,,
YGR152C,2,RSR1,-0.64,-0.88
YDL227C,2,HO,0.17,-0.46
YLR300W,2,EXG1,-0.04,-0.66
YML064C,2,TEM1,0.56,0.35
YAL040C,2,CLN3,0.04,-0.14
YHL028W,2,WSC4,0.99,0.89
YDR146C,2,SWI5,0.72,1.0
YLR353W,2,BUD8,0.63,0.36
YPL127C,2,HHO1,0.69,-0.5
YGR099W,2,TEL2,0.63,-0.02
YGR109C,2,CLB6,-1.59,0.09
YDR461W,2,MFA1,-0.85,0.77
YPR075C,2,OPY2,0.25,-0.54
YHR152W,2,SPO12,,
YER095W,2,RAD51,-0.51,-0.75
YIL131C,2,FKH1,0.37,0.41
YKL113C,2,RAD27,,
YGL116W,2,CDC20,0.81,0.62
YPR120C,2,CLB5,-0.86,-0.58
YJL157C,2,FAR1,-0.66,0.15
YKL096W,2,CWP1,0.59,0.22
YGL038C,2,OCH1,-0.85,-0.24
YPR034W,2,ARP7,0.31,-0.81
YFL026W,2,STE2,-0.47,0.2
YJR092W,2,BUD4,0.5,0.57
YJL158C,2,CIS3,0.84,0.77
YBL002W,2,HTB2,-0.61,-0.69
YGL032C,2,AGA2,-0.56,0.13
YGL021W,2,ALK1,1.5,0.94
YKL185W,2,ASH1,-1.78,-1.16
YLR210W,2,CLB4,0.7,-0.22
YGL201C,2,MCM6,-0.14,0.02
YER070W,2,RNR1,,
YDR507C,2,GIN4,-0.81,0.48
YLR182W,2,SWI6,0.14,-0.05
YGR041W,2,BUD9,-1.1,-0.65
YLR131C,2,ACE2,1.22,0.75
YBL003C,2,HTA2,0.13,-0.64
YJL187C,2,SWE1,-0.31,-0.44
YPR159W,2,KRE6,0.21,-0.34
YLR103C,2,CDC45,-0.36,-0.79
YIL026C,2,IRR1,-0.26,-0.69
YIL050W,2,PCL7,0.44,0.15
YER001W,2,MNN1,-0.74,-1.23
YLR079W,2,SIC1,-0.74,-1.85
YGR014W,2,MSB2,-0.51,0.04
YPL256C,2,CLN2,-0.88,-1.7
YIL123W,2,SIM1,1.09,0.93
YKL209C,2,STE6,-0.86,0.66
YER111C,2,SWI4,0.03,0.01
YEL032W,2,MCM3,-0.32,0.18
YMR076C,2,PDS5,-0.59,0.38
YNL289W,2,PCL1,-0.56,0.22
YNL192W,2,CHS1,,
YDL101C,2,DUN1,-0.5,-0.5
YBR133C,2,HSL7,0.25,0.34
YBR083W,2,TEC1,-0.78,-0.58
YNL172W,2,APC1,0.2,0.08
YOR074C,2,CDC21,,-0.33
YNL327W,2,EGT2,-1.17,-2.54
YDL003W,2,MCD1,-1.31,-1.18
YMR078C,2,CTF18,-0.72,0.04
YBL023C,2,MCM2,-0.64,0.79
YMR307W,2,GAS1,0.08,0.03
YNL145W,2,MFA2,-0.15,0.53
YPL116W,2,HOS3,0.45,0.2
YBR010W,2,HHT1,-0.08,-1.54
YDL127W,2,PCL2,-1.13,-0.58
YMR199W,2,CLN1,-0.59,-0.93
YBR009C,2,HHF1,-0.41,-1.12
YDL055C,2,PSA1,-0.04,-0.42
YNL068C,2,FKH2,,
YPR119W,2,CLB2,0.25,1.15
YDL056W,2,MBP1,-0.53,0.65
YNR044W,2,AGA1,-1.03,-0.62
YGL116W,3,CDC20,0.62,1.48
YLR079W,3,SIC1,-1.85,-0.05
YNL172W,3,APC1,0.08,0.23
YJL187C,3,SWE1,-0.44,-0.07
YDR225W,3,HTA1,-0.84,-1.53
YLR210W,3,CLB4,-0.22,-0.22
YBL002W,3,HTB2,-0.69,-1.76
YGL032C,3,AGA2,0.13,-0.65
YJL158C,3,CIS3,0.77,0.13
YDR461W,3,MFA1,0.77,-0.29
YBR133C,3,HSL7,0.34,0.19
YJL194W,3,CDC6,-0.7,0.31
YGL038C,3,OCH1,-0.24,-0.74
YER070W,3,RNR1,,
YDL101C,3,DUN1,-0.5,-0.77
YLR274W,3,CDC46,-0.23,1.08
YJL157C,3,FAR1,0.15,0.55
YNL068C,3,FKH2,,
YPR034W,3,ARP7,-0.81,-0.05
YMR199W,3,CLN1,-0.93,-1.31
YGL021W,3,ALK1,0.94,1.03
YLR103C,3,CDC45,-0.79,-0.31
YDL056W,3,MBP1,0.65,-1.02
YKL113C,3,RAD27,,
YPL116W,3,HOS3,0.2,-0.31
YNL145W,3,MFA2,0.53,0.02
YER111C,3,SWI4,0.01,0.01
YOL012C,3,HTA3,,
YEL032W,3,MCM3,0.18,0.65
YBR009C,3,HHF1,-1.12,-1.63
YKL096W,3,CWP1,0.22,-0.46
YMR307W,3,GAS1,0.03,-0.59
YER095W,3,RAD51,-0.75,-1.19
YDR507C,3,GIN4,0.48,-0.57
YLR131C,3,ACE2,0.75,1.17
YFL026W,3,STE2,0.2,-0.16
YBL003C,3,HTA2,-0.64,-1.33
YPR119W,3,CLB2,1.15,1.24
YIL131C,3,FKH1,0.41,-0.22
YLR182W,3,SWI6,-0.05,-0.16
YDL055C,3,PSA1,-0.42,-1.54
YJR092W,3,BUD4,0.57,0.43
YDL003W,3,MCD1,-1.18,-1.68
YER001W,3,MNN1,-1.23,-0.92
YKL185W,3,ASH1,-1.16,0.54
YPR120C,3,CLB5,-0.58,-1.02
YPL256C,3,CLN2,-1.7,-1.88
YNL192W,3,CHS1,,
YPR075C,3,OPY2,-0.54,-0.24
YMR078C,3,CTF18,0.04,
YLR353W,3,BUD8,0.36,0.68
YIL026C,3,IRR1,-0.69,-0.37
YGR041W,3,BUD9,-0.65,-1.07
YDR146C,3,SWI5,1.0,0.77
YNL327W,3,EGT2,-2.54,-0.4
YLR286C,3,CTS1,-2.13,-2.94
YDL127W,3,PCL2,-0.58,-0.87
YHR152W,3,SPO12,,
YML064C,3,TEM1,0.35,1.25
YGR092W,3,DBF2,0.38,0.8
YOR074C,3,CDC21,-0.33,
YHR061C,3,GIC1,-0.12,-1.09
YDL227C,3,HO,-0.46,0.35
YGR099W,3,TEL2,-0.02,-0.33
YHL028W,3,WSC4,0.89,1.01
YMR043W,3,MCM1,-0.11,0.09
YNR044W,3,AGA1,-0.62,-0.43
YAL040C,3,CLN3,-0.14,0.24
YGR109C,3,CLB6,0.09,-1.63
YGR152C,3,RSR1,-0.88,-0.79
YDL179W,3,PCL9,,
YGR143W,3,SKN1,0.62,1.07
YMR076C,3,PDS5,0.38,1.01
YBR010W,3,HHT1,-1.54,-1.01
YIL050W,3,PCL7,0.15,0.61
YKL209C,3,STE6,0.66,-0.05
YDR224C,3,HTB1,-1.31,-1.59
YNL289W,3,PCL1,0.22,-0.24
YBR083W,3,TEC1,-0.58,0.11
YGR014W,3,MSB2,0.04,-0.49
YGL201C,3,MCM6,0.02,0.39
YBL023C,3,MCM2,0.79,0.13
YPR159W,3,KRE6,-0.34,-0.42
YLR300W,3,EXG1,-0.66,-1.2
YPL127C,3,HHO1,-0.5,-1.04
YIL123W,3,SIM1,0.93,0.29
YHL028W,4,WSC4,1.01,0.48
YGR099W,4,TEL2,-0.33,-0.33
YGR152C,4,RSR1,-0.79,-0.58
YPL116W,4,HOS3,-0.31,-0.41
YIL123W,4,SIM1,0.29,0.15
YER095W,4,RAD51,-1.19,-0.66
YGL201C,4,MCM6,0.39,0.29
YPR034W,4,ARP7,-0.05,-0.87
YKL113C,4,RAD27,,
YGR014W,4,MSB2,-0.49,0.21
YAL040C,4,CLN3,0.24,0.91
YDL055C,4,PSA1,-1.54,-1.42
YNL192W,4,CHS1,,
YKL185W,4,ASH1,0.54,1.34
YPL256C,4,CLN2,-1.88,-1.7
YGR109C,4,CLB6,-1.63,-0.34
YNL068C,4,FKH2,,
YER070W,4,RNR1,,
YGR143W,4,SKN1,1.07,0.06
YOR074C,4,CDC21,,-0.48
YGL116W,4,CDC20,1.48,0.26
YIL131C,4,FKH1,-0.22,0.07
YNR044W,4,AGA1,-0.43,-0.1
YJL157C,4,FAR1,0.55,0.67
YKL096W,4,CWP1,-0.46,-0.26
YBR010W,4,HHT1,-1.01,-2.13
YJL187C,4,SWE1,-0.07,-0.24
YBL002W,4,HTB2,-1.76,-1.36
YNL289W,4,PCL1,-0.24,0.07
YGL032C,4,AGA2,-0.65,0.14
YJL158C,4,CIS3,0.13,0.08
YGL021W,4,ALK1,1.03,0.25
YIL026C,4,IRR1,-0.37,-0.22
YJL194W,4,CDC6,0.31,0.41
YPR120C,4,CLB5,-1.02,-0.4
YGR041W,4,BUD9,-1.07,0.12
YBR083W,4,TEC1,0.11,-0.27
YGL038C,4,OCH1,-0.74,-0.14
YBR133C,4,HSL7,0.19,0.19
YFL026W,4,STE2,-0.16,-0.19
YHR152W,4,SPO12,,
YDL003W,4,MCD1,-1.68,-0.94
YIL050W,4,PCL7,0.61,-0.09
YNL327W,4,EGT2,-0.4,1.17
YPR075C,4,OPY2,-0.24,-1.33
YNL145W,4,MFA2,0.02,-0.17
YGR092W,4,DBF2,0.8,0.7
YHR061C,4,GIC1,-1.09,-0.96
YNL172W,4,APC1,0.23,0.43
YER111C,4,SWI4,0.01,-0.04
YJR092W,4,BUD4,0.43,0.48
YPR159W,4,KRE6,-0.42,-0.06
YBR009C,4,HHF1,-1.63,-1.7
YLR210W,4,CLB4,-0.22,-0.72
YLR300W,4,EXG1,-1.2,-0.28
YML064C,4,TEM1,1.25,0.06
YLR103C,4,CDC45,-0.31,-0.33
YDL127W,4,PCL2,-0.87,0.12
YDR225W,4,HTA1,-1.53,-1.79
YOL012C,4,HTA3,,
YDR507C,4,GIN4,-0.57,0.68
YDR146C,4,SWI5,0.77,0.3
YDL056W,4,MBP1,-1.02,0.84
YLR353W,4,BUD8,0.68,0.03
YMR078C,4,CTF18,,0.34
YLR286C,4,CTS1,-2.94,-1.77
YMR199W,4,CLN1,-1.31,-1.19
YEL032W,4,MCM3,0.65,0.58
YPL127C,4,HHO1,-1.04,-2.5
YDR224C,4,HTB1,-1.59,-1.93
YLR131C,4,ACE2,1.17,-0.27
YKL209C,4,STE6,-0.05,0.55
YDL101C,4,DUN1,-0.77,-0.26
YPR119W,4,CLB2,1.24,0.72
YLR274W,4,CDC46,1.08,0.73
YDR461W,4,MFA1,-0.29,0.15
YMR307W,4,GAS1,-0.59,-0.08
YDL227C,4,HO,0.35,-0.25
YBL003C,4,HTA2,-1.33,-1.91
YLR182W,4,SWI6,-0.16,-1.02
YER001W,4,MNN1,-0.92,-1.23
YMR076C,4,PDS5,1.01,0.33
YLR079W,4,SIC1,-0.05,0.06
YBL023C,4,MCM2,0.13,1.0
YMR043W,4,MCM1,0.09,-0.58
YDL179W,4,PCL9,,
YGL032C,5,AGA2,0.14,-0.37
YNL172W,5,APC1,0.43,-0.13
YOR074C,5,CDC21,-0.48,-0.2
YPL127C,5,HHO1,-2.5,-0.64
YLR210W,5,CLB4,-0.72,-0.43
YGL201C,5,MCM6,0.29,0.2
YIL123W,5,SIM1,0.15,-0.86
YLR286C,5,CTS1,-1.77,1.22
YJL158C,5,CIS3,0.08,-0.43
YGL116W,5,CDC20,0.26,0.61
YPR034W,5,ARP7,-0.87,0.05
YIL131C,5,FKH1,0.07,-1.89
YDL101C,5,DUN1,-0.26,-0.01
YBR133C,5,HSL7,0.19,-0.42
YOL012C,5,HTA3,,0.49
YGL038C,5,OCH1,-0.14,0.12
YNL192W,5,CHS1,,
YPR159W,5,KRE6,-0.06,-0.24
YLR274W,5,CDC46,0.73,1.45
YJL157C,5,FAR1,0.67,0.58
YDR461W,5,MFA1,0.15,-0.49
YDR225W,5,HTA1,-1.79,-0.82
YKL209C,5,STE6,0.55,-0.22
YDR224C,5,HTB1,-1.93,-0.88
YBR009C,5,HHF1,-1.7,-1.12
YGR143W,5,SKN1,0.06,
YDL179W,5,PCL9,,
YGR109C,5,CLB6,-0.34,0.49
YPL116W,5,HOS3,-0.41,-0.77
YNR044W,5,AGA1,-0.1,0.62
YGR152C,5,RSR1,-0.58,0.85
YMR043W,5,MCM1,-0.58,0.23
YMR076C,5,PDS5,0.33,0.7
YHL028W,5,WSC4,0.48,-0.83
YGR099W,5,TEL2,-0.33,-0.14
YPR119W,5,CLB2,0.72,-0.24
YAL040C,5,CLN3,0.91,0.42
YDL227C,5,HO,-0.25,-0.09
YIL050W,5,PCL7,-0.09,-0.17
YHR061C,5,GIC1,-0.96,-0.15
YGR092W,5,DBF2,0.7,0.5
YBR010W,5,HHT1,-2.13,-0.88
YML064C,5,TEM1,0.06,0.24
YNL327W,5,EGT2,1.17,1.42
YDL127W,5,PCL2,0.12,1.07
YHR152W,5,SPO12,,
YGR041W,5,BUD9,0.12,0.66
YDR146C,5,SWI5,0.3,-0.56
YNL289W,5,PCL1,0.07,0.08
YLR353W,5,BUD8,0.03,-0.26
YIL026C,5,IRR1,-0.22,0.18
YMR078C,5,CTF18,0.34,-0.63
YLR300W,5,EXG1,-0.28,0.65
YBR083W,5,TEC1,-0.27,1.06
YPR075C,5,OPY2,-1.33,-0.04
YGR014W,5,MSB2,0.21,-0.23
YKL096W,5,CWP1,-0.26,-0.59
YJL187C,5,SWE1,-0.24,0.11
YDL055C,5,PSA1,-1.42,-0.65
YPL256C,5,CLN2,-1.7,0.61
YBL002W,5,HTB2,-1.36,-1.32
YMR307W,5,GAS1,-0.08,-0.09
YJL194W,5,CDC6,0.41,1.26
YEL032W,5,MCM3,0.58,0.96
YER095W,5,RAD51,-0.66,0.49
YDR507C,5,GIN4,0.68,-0.4
YBL023C,5,MCM2,1.0,-0.05
YKL113C,5,RAD27,,
YJR092W,5,BUD4,0.48,-0.8
YNL068C,5,FKH2,,
YFL026W,5,STE2,-0.19,-0.26
YLR103C,5,CDC45,-0.33,-0.04
YLR131C,5,ACE2,-0.27,0.05
YDL003W,5,MCD1,-0.94,0.89
YER111C,5,SWI4,-0.04,0.59
YMR199W,5,CLN1,-1.19,0.2
YNL145W,5,MFA2,-0.17,0.02
YER001W,5,MNN1,-1.23,-0.16
YGL021W,5,ALK1,0.25,-0.43
YDL056W,5,MBP1,0.84,-0.5
YLR079W,5,SIC1,0.06,1.8
YKL185W,5,ASH1,1.34,1.82
YLR182W,5,SWI6,-1.02,-0.03
YER070W,5,RNR1,,
YPR120C,5,CLB5,-0.4,0.52
YBL003C,5,HTA2,-1.91,-1.12
YHR152W,6,SPO12,,1.39
YGR109C,6,CLB6,0.49,1.6
YPR075C,6,OPY2,-0.04,-0.15
YGR041W,6,BUD9,0.66,1.12
YDL179W,6,PCL9,,
YLR103C,6,CDC45,-0.04,0.42
YDR146C,6,SWI5,-0.56,-0.78
YER070W,6,RNR1,,0.37
YBR009C,6,HHF1,-1.12,-0.44
YPL116W,6,HOS3,-0.77,-0.94
YLR353W,6,BUD8,-0.26,-0.71
YNL289W,6,PCL1,0.08,-0.33
YEL032W,6,MCM3,0.96,0.31
YGR143W,6,SKN1,,-0.56
YER111C,6,SWI4,0.59,0.13
YIL026C,6,IRR1,0.18,0.14
YLR300W,6,EXG1,0.65,0.83
YGR014W,6,MSB2,-0.23,0.48
YKL209C,6,STE6,-0.22,-0.05
YNL068C,6,FKH2,,
YMR307W,6,GAS1,-0.09,0.38
YPR119W,6,CLB2,-0.24,-1.24
YDL055C,6,PSA1,-0.65,0.4
YER001W,6,MNN1,-0.16,0.36
YHL028W,6,WSC4,-0.83,-0.95
YGR099W,6,TEL2,-0.14,-0.24
YKL185W,6,ASH1,1.82,0.92
YDL127W,6,PCL2,1.07,0.95
YGR152C,6,RSR1,0.85,0.43
YAL040C,6,CLN3,0.42,0.58
YOL012C,6,HTA3,0.49,
YMR043W,6,MCM1,0.23,-0.51
YBL023C,6,MCM2,-0.05,0.33
YLR079W,6,SIC1,1.8,0.13
YER095W,6,RAD51,0.49,1.02
YGR092W,6,DBF2,0.5,-0.15
YPL256C,6,CLN2,0.61,1.54
YML064C,6,TEM1,0.24,-0.82
YNR044W,6,AGA1,0.62,0.4
YBR010W,6,HHT1,-0.88,-0.54
YNL327W,6,EGT2,1.42,1.94
YKL113C,6,RAD27,,
YMR076C,6,PDS5,0.7,0.02
YHR061C,6,GIC1,-0.15,0.11
YDL227C,6,HO,-0.09,0.55
YKL096W,6,CWP1,-0.59,0.48
YMR078C,6,CTF18,-0.63,0.31
YDL101C,6,DUN1,-0.01,0.47
YIL131C,6,FKH1,-1.89,-0.79
YGL116W,6,CDC20,0.61,-0.56
YDR507C,6,GIN4,-0.4,0.57
YBL002W,6,HTB2,-1.32,0.26
YDL056W,6,MBP1,-0.5,0.68
YJL194W,6,CDC6,1.26,0.47
YMR199W,6,CLN1,0.2,1.08
YLR274W,6,CDC46,1.45,0.22
YJL157C,6,FAR1,0.58,-0.13
YGL038C,6,OCH1,0.12,0.33
YPL127C,6,HHO1,-0.64,-0.35
YGL021W,6,ALK1,-0.43,-1.36
YLR182W,6,SWI6,-0.03,0.15
YPR159W,6,KRE6,-0.24,0.25
YBR133C,6,HSL7,-0.42,-0.28
YJL158C,6,CIS3,-0.43,-0.41
YPR120C,6,CLB5,0.52,0.71
YOR074C,6,CDC21,-0.2,0.65
YGL032C,6,AGA2,-0.37,0.55
YJL187C,6,SWE1,0.11,0.22
YDR461W,6,MFA1,-0.49,0.22
YLR210W,6,CLB4,-0.43,-0.24
YNL172W,6,APC1,-0.13,-0.08
YBL003C,6,HTA2,-1.12,-0.31
YNL192W,6,CHS1,,
YDR225W,6,HTA1,-0.82,-0.23
YDR224C,6,HTB1,-0.88,-0.61
YGL201C,6,MCM6,0.2,0.46
YJR092W,6,BUD4,-0.8,0.36
YIL050W,6,PCL7,-0.17,-0.48
YDL003W,6,MCD1,0.89,1.16
YLR286C,6,CTS1,1.22,2.44
YLR131C,6,ACE2,0.05,-0.77
YBR083W,6,TEC1,1.06,0.25
YIL123W,6,SIM1,-0.86,-0.7
YPR034W,6,ARP7,0.05,-0.59
YFL026W,6,STE2,-0.26,-0.22
YNL145W,6,MFA2,0.02,-0.3
YPR034W,7,ARP7,-0.59,0.0
YKL185W,7,ASH1,0.92,0.31
YLR182W,7,SWI6,0.15,0.17
YLR210W,7,CLB4,-0.24,0.24
YMR043W,7,MCM1,-0.51,-0.16
YIL050W,7,PCL7,-0.48,0.0
YGR152C,7,RSR1,0.43,1.27
YIL123W,7,SIM1,-0.7,0.2
YLR103C,7,CDC45,0.42,0.25
YIL026C,7,IRR1,0.14,0.21
YKL096W,7,CWP1,0.48,0.83
YNL172W,7,APC1,-0.08,-0.19
YNR044W,7,AGA1,0.4,-0.13
YLR300W,7,EXG1,0.83,0.71
YGR143W,7,SKN1,-0.56,-0.79
YJR092W,7,BUD4,0.36,-0.37
YMR307W,7,GAS1,0.38,0.68
YKL209C,7,STE6,-0.05,
YMR078C,7,CTF18,0.31,
YJL187C,7,SWE1,0.22,0.35
YJL158C,7,CIS3,-0.41,0.13
YPR120C,7,CLB5,0.71,0.96
YOR074C,7,CDC21,0.65,
YNL192W,7,CHS1,,
YKL113C,7,RAD27,,
YHR152W,7,SPO12,1.39,
YLR079W,7,SIC1,0.13,0.87
YML064C,7,TEM1,-0.82,-0.6
YIL131C,7,FKH1,-0.79,-0.33
YLR353W,7,BUD8,-0.71,-0.46
YPL256C,7,CLN2,1.54,1.72
YHR061C,7,GIC1,0.11,0.81
YLR286C,7,CTS1,2.44,2.16
YNL289W,7,PCL1,-0.33,0.88
YMR199W,7,CLN1,1.08,0.99
YJL194W,7,CDC6,0.47,0.38
YLR131C,7,ACE2,-0.77,-0.81
YPL127C,7,HHO1,-0.35,0.94
YHL028W,7,WSC4,-0.95,-1.21
YLR274W,7,CDC46,0.22,0.18
YNL145W,7,MFA2,-0.3,-0.43
YNL327W,7,EGT2,1.94,0.8
YPL116W,7,HOS3,-0.94,-0.19
YMR076C,7,PDS5,0.02,0.42
YJL157C,7,FAR1,-0.13,0.19
YNL068C,7,FKH2,,
YPR119W,7,CLB2,-1.24,-1.03
YPR075C,7,OPY2,-0.15,0.97
YDL227C,7,HO,0.55,0.62
YOL012C,7,HTA3,,
YDL055C,7,PSA1,0.4,1.2
YDR146C,7,SWI5,-0.78,-1.28
YBR133C,7,HSL7,-0.28,0.23
YEL032W,7,MCM3,0.31,0.01
