NAME,T,GENE,t0,t1
YFR034C,2,PHO4,0.03,0.1
YLR103C,2,CDC45,0.69,0.47
YLR131C,2,ACE2,-0.32,0.52
YGL167C,2,PMR1,0.15,0.04
YER111C,2,SWI4,-0.08,0.08
YOR377W,2,ATF1,0.02,0.01
YNL097C,2,PHO23,-0.06,0.22
YLR229C,2,CDC42,-0.07,0.17
YDR146C,2,SWI5,-0.07,0.51
YMR039C,2,SUB1,-0.42,-0.05
YDR207C,2,UME6,-0.21,-0.21
YNL068C,2,FKH2,-0.01,0.06
YPL031C,2,PHO85,-0.01,0.18
YOL001W,2,PHO80,0.11,-0.26
YDR310C,2,SUM1,0.36,0.3
YLR295C,2,ATP14,-0.15,-0.03
YDR335W,2,MSN5,-0.02,0.02
YBL008W,2,HIR1,0.05,0.28
YHR178W,3,STB5,-0.02,0.39
YNL068C,3,FKH2,0.06,0.48
YGR044C,3,RME1,-0.61,-0.4
YDR146C,3,SWI5,0.51,0.64
YAL013W,3,DEP1,0.21,-0.02
YOL001W,3,PHO80,-0.26,-0.28
YMR039C,3,SUB1,-0.05,-0.12
YLR103C,3,CDC45,0.47,-0.07
YOR377W,3,ATF1,0.01,-0.07
YGL167C,3,PMR1,0.04,-0.04
YBL008W,3,HIR1,0.28,-0.34
YDR335W,3,MSN5,0.02,0.15
YDR207C,3,UME6,-0.21,0.22
YLR295C,3,ATP14,-0.03,-0.06
YJL099W,3,CHS6,-0.1,-0.49
YLR131C,3,ACE2,0.52,0.72
YLR229C,3,CDC42,0.17,0.59
YFR034C,3,PHO4,0.1,0.19
YER111C,3,SWI4,0.08,-0.08
YLR182W,3,SWI6,0.1,0.38
YNL097C,3,PHO23,0.22,0.0
YDR310C,3,SUM1,0.3,0.19
YPL031C,3,PHO85,0.18,0.05
YOL004W,3,SIN3,0.3,0.3
YMR039C,4,SUB1,-0.12,-0.18
YLR182W,4,SWI6,0.38,0.49
YOR377W,4,ATF1,-0.07,-0.07
YNL068C,4,FKH2,0.48,0.23
YLR103C,4,CDC45,-0.07,0.06
YLR131C,4,ACE2,0.72,0.89
YOL001W,4,PHO80,-0.28,-0.19
YLR229C,4,CDC42,0.59,0.34
YJL099W,4,CHS6,-0.49,-0.28
YLR295C,4,ATP14,-0.06,-0.22
YOL004W,4,SIN3,0.3,0.17
YFR034C,4,PHO4,0.19,-0.08
YNL097C,4,PHO23,0.0,-0.14
YGL167C,4,PMR1,-0.04,-0.07
YBL008W,4,HIR1,-0.34,-0.07
YER111C,4,SWI4,-0.08,-0.15
YPL031C,4,PHO85,0.05,-0.18
YGR044C,4,RME1,-0.4,-0.57
YDR335W,4,MSN5,0.15,0.34
YDR146C,4,SWI5,0.64,0.6
YHR178W,4,STB5,0.39,0.01
YDR310C,4,SUM1,0.19,0.3
YAL013W,4,DEP1,-0.02,-0.02
YDR207C,4,UME6,0.22,0.15
YDR335W,5,MSN5,0.34,-0.24
YDR310C,5,SUM1,0.3,-0.23
YNL068C,5,FKH2,0.23,0.0
YLR229C,5,CDC42,0.34,-0.07
YMR039C,5,SUB1,-0.18,0.21
YLR182W,5,SWI6,0.49,0.02
YLR295C,5,ATP14,-0.22,-0.06
YER111C,5,SWI4,-0.15,-0.08
YNL097C,5,PHO23,-0.14,0.06
YPL031C,5,PHO85,-0.18,-0.34
YDR146C,5,SWI5,0.6,0.58
YDR207C,5,UME6,0.15,-0.13
YFR034C,5,PHO4,-0.08,-0.17
YHR178W,5,STB5,0.01,-0.34
YOR377W,5,ATF1,-0.07,-0.05
YAL013W,5,DEP1,-0.02,-0.33
YBL008W,5,HIR1,-0.07,-0.05
YLR103C,5,CDC45,0.06,0.01
YJL099W,5,CHS6,-0.28,0.05
YGL167C,5,PMR1,-0.07,0.1
YOL001W,5,PHO80,-0.19,0.4
YLR131C,5,ACE2,0.89,0.86
YGR044C,5,RME1,-0.57,-0.04
YOL004W,5,SIN3,0.17,0.23
YLR295C,6,ATP14,-0.06,0.08
YDR146C,6,SWI5,0.58,0.62
YOL001W,6,PHO80,0.4,-0.07
YPL031C,6,PHO85,-0.34,0.07
YMR039C,6,SUB1,0.21,0.06
YNL097C,6,PHO23,0.06,0.15
YBL008W,6,HIR1,-0.05,-0.25
YOL004W,6,SIN3,0.23,0.21
YNL068C,6,FKH2,0.0,0.05
YAL013W,6,DEP1,-0.33,0.03
YLR229C,6,CDC42,-0.07,0.59
YGR044C,6,RME1,-0.04,0.49
YFR034C,6,PHO4,-0.17,-0.17
YHR178W,6,STB5,-0.34,0.55
YJL099W,6,CHS6,0.05,-0.08
YDR207C,6,UME6,-0.13,-0.45
YDR310C,6,SUM1,-0.23,0.22
YOR377W,6,ATF1,-0.05,0.31
YDR335W,6,MSN5,-0.24,0.07
YLR131C,6,ACE2,0.86,0.93
YLR182W,6,SWI6,0.02,0.46
YGL167C,6,PMR1,0.1,0.2
YLR103C,6,CDC45,0.01,-0.59
YER111C,6,SWI4,-0.08,0.1
YNL068C,7,FKH2,0.05,0.48
YFR034C,7,PHO4,-0.17,-0.07
YOR377W,7,ATF1,0.31,0.01
YDR207C,7,UME6,-0.45,-0.64
YGL167C,7,PMR1,0.2,-0.19
YOL001W,7,PHO80,-0.07,-0.24
YJL099W,7,CHS6,-0.08,-0.63
YGR044C,7,RME1,0.49,0.96
YLR103C,7,CDC45,-0.59,-0.59
YAL013W,7,DEP1,0.03,-0.23
YLR131C,7,ACE2,0.93,0.9
YER111C,7,SWI4,0.1,0.1
YOL004W,7,SIN3,0.21,-0.09
YMR039C,7,SUB1,0.06,0.33
YDR335W,7,MSN5,0.07,0.19
YNL097C,7,PHO23,0.15,0.11
YLR182W,7,SWI6,0.46,0.01
YDR310C,7,SUM1,0.22,0.25
YLR295C,7,ATP14,0.08,0.1
YHR178W,7,STB5,0.55,0.38
YLR229C,7,CDC42,0.59,0.33
YDR146C,7,SWI5,0.62,0.61
YBL008W,7,HIR1,-0.25,-0.2
YPL031C,7,PHO85,0.07,0.13
YOR377W,8,ATF1,0.01,-0.15
YOL004W,8,SIN3,-0.09,0.22
YHR178W,8,STB5,0.38,0.09
YNL068C,8,FKH2,0.48,0.11
YAL013W,8,DEP1,-0.23,0.07
YBL008W,8,HIR1,-0.2,-0.07
YNL097C,8,PHO23,0.11,0.0
YDR146C,8,SWI5,0.61,0.29
YDR207C,8,UME6,-0.64,0.03
YDR310C,8,SUM1,0.25,0.23
YDR335W,8,MSN5,0.19,-0.1
YER111C,8,SWI4,0.1,0.1
YOL001W,8,PHO80,-0.24,-0.05
YFR034C,8,PHO4,-0.07,-0.11
YGR044C,8,RME1,0.96,0.84
YJL099W,8,CHS6,-0.63,-0.01
YLR103C,8,CDC45,-0.59,-0.14
YLR131C,8,ACE2,0.9,0.42
YLR182W,8,SWI6,0.01,0.02
YLR229C,8,CDC42,0.33,0.04
YLR295C,8,ATP14,0.1,-0.1
YMR039C,8,SUB1,0.33,0.12
YGL167C,8,PMR1,-0.19,-0.13
YPL031C,8,PHO85,0.13,0.04
